,1995-1999,ticker,company,1996-2000,ticker,company,1997-2001,ticker,company,1998-2002,ticker,company,1999-2003,ticker,company,2000-2004,ticker,company,2001-2005,ticker,company,2002-2006,ticker,company,2003-2007,ticker,company,2004-2008,ticker,company,2005-2009,ticker,company,2006-2010,ticker,company,2007-2011,ticker,company,2008-2012,ticker,company,2009-2013,ticker,company,2010-2014,ticker,company,2011-2015,ticker,company,2012-2016,ticker,company,2013-2017,ticker,company,2014-2018,ticker,company
272,86.99%,DNB,Dun & Bradstreet,45.18%,CPB,Campbell Soup,48.88%,LNT,Alliant Energy Corp,21.03%,ANTM,Anthem Inc.,1.89%,PG,Procter & Gamble,36.84%,CAG,Conagra Brands,45.88%,L,Loews Corp.,55.03%,TSN,Tyson Foods,103.01%,FDX,FedEx Corporation,476.98%,CNX,Consol Energy,-50.85%,LB,L Brands Inc.,-0.87%,CMCSA,Comcast Corp.,-24.66%,MDT,Medtronic plc,-50.47%,NDAQ,"Nasdaq, Inc.",42.79%,R,Ryder Systems Inc.,56.38%,ABBV,AbbVie Inc.,60.56%,PH,Parker-Hannifin,32.87%,PH,Parker-Hannifin,-18.15%,OI,Owens-Illinois,31.50%,IP,International Paper
273,86.04%,HCN,Welltower Inc.,44.62%,DNB,Dun & Bradstreet,47.61%,FE,FirstEnergy Corp,20.97%,FHN,First Horizon,1.77%,CME,CME Group Inc.,36.58%,HRL,Hormel Foods Corp.,45.63%,UTX,United Technologies,54.52%,VMC,Vulcan Materials,102.94%,AXP,American Express Co,368.41%,LKQ,LKQ Corporation,-50.88%,KLAC,KLA-Tencor Corp.,-0.87%,SNI,Scripps Networks Interactive Inc.,-24.98%,CTAS,Cintas Corporation,-50.74%,LUK,Leucadia National Corp.,41.43%,PEP,PepsiCo Inc.,56.18%,RDC,Rowan Companies Plc,60.41%,SYMC,Symantec Corp.,32.69%,DGX,Quest Diagnostics,-18.57%,PRGO,Perrigo,31.08%,WY,Weyerhaeuser Corp.
274,86.02%,ARNC,Arconic Inc,43.77%,MRO,Marathon Oil Corp.,47.44%,TPR,"Tapestry, Inc.",20.41%,HES,Hess Corporation,1.44%,CB,Chubb Corp,36.25%,MDT,Medtronic plc,44.94%,ED,Consolidated Edison,53.66%,LRCX,Lam Research,102.91%,DRE,Duke Realty Corp,348.17%,WYNN,Wynn Resorts,-51.40%,SLG,SL Green Realty,-1.05%,TSCO,Tractor Supply Company,-26.15%,BBY,Best Buy Co. Inc.,-52.00%,GRMN,Garmin Ltd.,41.34%,GLW,Corning Inc.,55.48%,VTR,Ventas Inc,60.24%,UTX,United Technologies,32.22%,SYF,Synchrony Financial,-19.53%,GPS,Gap Inc.,30.67%,DOV,Dover Corp.
275,84.92%,ALB,Albemarle Corp,43.60%,HAS,Hasbro Inc.,47.24%,DO,Diamond Offshore Drilling,20.14%,BMY,Bristol-Myers Squibb,1.42%,PNR,Pentair Ltd.,34.97%,ROP,Roper Technologies,43.43%,SNA,Snap-On Inc.,53.43%,SYK,Stryker Corp.,102.37%,EA,Electronic Arts,326.10%,SHLD,Sears Holding Corporation,-51.75%,URI,"United Rentals, Inc.",-1.26%,RJF,Raymond James Financial Inc.,-26.44%,AIZ,Assurant Inc,-53.54%,NYT,The New York Times Co.,40.55%,SO,Southern Co.,55.08%,WM,Waste Management Inc.,59.97%,DOV,Dover Corp.,31.85%,PM,Philip Morris International,-21.45%,NBL,Noble Energy Inc,28.81%,CCK,Crown Holdings
276,84.73%,FOXA,Twenty-First Century Fox Class A,42.65%,SVU,Supervalu Inc.,46.43%,DXC,DXC Technology,20.12%,EFX,Equifax Inc.,1.40%,WBA,Walgreens Boots Alliance,34.65%,HIG,Hartford Financial Svc.Gp.,43.32%,URI,"United Rentals, Inc.",52.40%,PH,Parker-Hannifin,101.87%,USB,U.S. Bancorp,302.40%,MRO,Marathon Oil Corp.,-52.11%,IR,Ingersoll-Rand PLC,-1.32%,DG,Dollar General,-27.05%,CSCO,Cisco Systems,-54.04%,XL,XL Capital,40.53%,ABT,Abbott Laboratories,54.39%,AVY,Avery Dennison Corp,59.51%,XRAY,Dentsply Sirona,29.44%,IRM,Iron Mountain Incorporated,-22.21%,NWS,News Corp. Class B,28.64%,BMY,Bristol-Myers Squibb
277,83.74%,HST,Host Hotels & Resorts,42.22%,MAC,Macerich,46.37%,CVX,Chevron Corp.,20.09%,CAT,Caterpillar Inc.,1.29%,ADP,Automatic Data Processing,34.14%,NBR,Nabors Industries,42.75%,DWDP,DowDuPont,52.10%,GD,General Dynamics,101.80%,JCI,Johnson Controls Inc,283.17%,SLB,Schlumberger Ltd.,-52.84%,PXD,Pioneer Natural Resources,-1.52%,NRG,NRG Energy,-27.38%,M,Macy's Inc.,-54.08%,BSX,Boston Scientific,40.14%,HAS,Hasbro Inc.,54.14%,HOLX,Hologic,58.93%,FII,Federated Investors,27.75%,DISCA,Discovery Communications,-30.49%,KMI,Kinder Morgan,28.12%,CELG,Celgene Corp.
278,82.71%,LB,L Brands Inc.,41.70%,NKE,Nike,46.16%,O,Realty Income Corporation,19.98%,XEL,Xcel Energy Inc,1.25%,ED,Consolidated Edison,33.17%,C,Citigroup Inc.,42.67%,DGX,Quest Diagnostics,51.89%,CSX,CSX Corp.,101.75%,MOS,The Mosaic Company,265.41%,NBL,Noble Energy Inc,-53.11%,NWL,Newell Brands,-1.57%,A,Agilent Technologies Inc,-27.44%,FE,FirstEnergy Corp,-55.77%,BK,The Bank of New York Mellon Corp.,39.55%,BRK.B,Berkshire Hathaway,54.07%,APD,Air Products & Chemicals Inc,58.75%,KMI,Kinder Morgan,25.28%,ED,Consolidated Edison,-37.71%,RDC,Rowan Companies Plc,27.93%,HSY,The Hershey Company
279,82.70%,AET,Aetna Inc,41.27%,EXC,Exelon Corp.,45.53%,MCHP,Microchip Technology,19.86%,TRV,The Travelers Companies Inc.,1.20%,NUE,Nucor Corp.,32.34%,TRV,The Travelers Companies Inc.,41.66%,UNP,Union Pacific,51.42%,UAA,Under Armour,101.68%,TSS,Total System Services,259.45%,PWR,Quanta Services Inc.,-53.32%,NBR,Nabors Industries,-1.90%,AMP,Ameriprise Financial,-29.22%,CBS,CBS Corp.,-56.25%,DF,Dean Foods,39.18%,GPN,Global Payments Inc,53.93%,IBM,International Business Machines,58.70%,ODP,Office Depot Inc.,24.65%,SO,Southern Co.,-41.70%,NSM,National Semiconductor Corp.,27.93%,PPG,PPG Industries
280,82.53%,SO,Southern Co.,41.06%,BMS,Bemis Company,44.73%,COP,ConocoPhillips,19.80%,LNT,Alliant Energy Corp,0.77%,WYNN,Wynn Resorts,31.17%,ITW,Illinois Tool Works,41.63%,PPL,PPL Corp.,51.33%,D,Dominion Energy,101.15%,DF,Dean Foods,242.57%,AET,Aetna Inc,-53.69%,SVU,Supervalu Inc.,-1.95%,DRI,Darden Restaurants,-29.33%,FOXA,Twenty-First Century Fox Class A,-58.19%,NRG,NRG Energy,39.17%,PFG,Principal Financial Group,53.79%,PEP,PepsiCo Inc.,58.54%,GE,General Electric,23.19%,JBL,Jabil Circuit,-41.90%,NRG,NRG Energy,27.89%,VZ,Verizon Communications
281,82.18%,REG,Regency Centers Corporation,37.52%,GIS,General Mills,43.96%,MCO,Moody's Corp,19.48%,AAP,Advance Auto Parts,0.70%,HOLX,Hologic,30.40%,COL,Rockwell Collins,40.95%,OKE,ONEOK,51.20%,AEE,Ameren Corp,100.64%,O,Realty Income Corporation,234.25%,CMG,Chipotle Mexican Grill,-55.47%,VIAB,Viacom Inc.,-1.96%,ALK,Alaska Air Group Inc,-29.77%,STT,State Street Corp.,-58.34%,HBAN,Huntington Bancshares,37.83%,PWR,Quanta Services Inc.,52.56%,JPM,JPMorgan Chase & Co.,58.49%,SWK,Stanley Black & Decker,18.18%,FTR,Frontier Communications,-54.30%,THC,Tenet Healthcare,27.61%,GIS,General Mills
282,81.92%,CAT,Caterpillar Inc.,37.28%,KEY,KeyCorp,43.13%,AEP,American Electric Power,19.22%,IR,Ingersoll-Rand PLC,0.56%,HSIC,Henry Schein,29.87%,VMC,Vulcan Materials,40.41%,MLM,Martin Marietta Materials,51.11%,UNP,Union Pacific,100.51%,DRI,Darden Restaurants,219.95%,NE,Noble Corp,-56.14%,GRA,W.R. Grace,-2.11%,CME,CME Group Inc.,-29.82%,NWL,Newell Brands,-59.26%,NVDA,Nvidia Corporation,37.79%,ALL,Allstate Corp,52.48%,BLK,BlackRock,58.38%,DNB,Dun & Bradstreet,16.80%,HST,Host Hotels & Resorts,-57.84%,JCP,J.C. Penney,26.84%,PG,Procter & Gamble
283,81.68%,PX,Praxair Inc.,36.65%,PHM,Pulte Homes Inc.,43.11%,ESV,Ensco plc,18.79%,LLY,Lilly (Eli) & Co.,0.49%,PEG,Public Serv. Enterprise Inc.,29.28%,FITB,Fifth Third Bancorp,40.34%,AEE,Ameren Corp,50.60%,EW,Edwards Lifesciences,100.29%,PNR,Pentair Ltd.,218.92%,DVN,Devon Energy,-57.29%,TEL,TE Connectivity Ltd.,-2.24%,IR,Ingersoll-Rand PLC,-29.86%,TSS,Total System Services,-60.85%,OI,Owens-Illinois,37.72%,CME,CME Group Inc.,52.32%,MON,Monsanto Co.,58.02%,ED,Consolidated Edison,16.78%,M,Macy's Inc.,-62.21%,AVP,Avon Products,26.79%,MRK,Merck & Co.
284,81.17%,ETR,Entergy Corp.,36.55%,CMI,Cummins Inc.,42.80%,MO,Altria Group Inc,18.72%,BAC,Bank of America Corp,0.09%,FOX,Twenty-First Century Fox Class B,28.43%,COF,Capital One Financial,40.34%,CVX,Chevron Corp.,49.63%,FTR,Frontier Communications,99.41%,UAA,Under Armour,200.27%,CHRW,C. H. Robinson Worldwide,-57.95%,NTAP,NetApp,-2.44%,STX,Seagate Technology,-30.00%,NRG,NRG Energy,-60.93%,PFG,Principal Financial Group,36.88%,BAX,Baxter International Inc.,51.44%,PWR,Quanta Services Inc.,57.78%,VZ,Verizon Communications,16.54%,MAT,Mattel Inc.,-72.22%,FOSL,Fossil Group,26.67%,CXO,Concho Resources
285,80.77%,CCI,Crown Castle International Corp.,36.37%,ROK,Rockwell Automation Inc.,42.51%,AAPL,Apple Inc.,18.67%,MRK,Merck & Co.,-0.15%,WAT,Waters Corporation,26.54%,WBA,Walgreens Boots Alliance,39.94%,TGNA,"Tegna, Inc.",49.36%,GHC,Graham Holdings,99.00%,GD,General Dynamics,183.11%,CCK,Crown Holdings,-58.24%,DRE,Duke Realty Corp,-2.96%,VNO,Vornado Realty Trust,-30.38%,ZBH,Zimmer Biomet Holdings,-61.46%,CME,CME Group Inc.,35.92%,USB,U.S. Bancorp,51.43%,EW,Edwards Lifesciences,57.57%,EW,Edwards Lifesciences,16.34%,JWN,Nordstrom,-76.80%,CLF,Cliffs Natural Resources,26.57%,WU,Western Union Co
286,80.73%,KLAC,KLA-Tencor Corp.,35.45%,FTR,Frontier Communications,41.67%,ALK,Alaska Air Group Inc,18.28%,LEG,Leggett & Platt,-0.53%,COL,Rockwell Collins,26.34%,CSX,CSX Corp.,39.75%,RTN,Raytheon Co.,48.67%,FLS,Flowserve Corporation,98.44%,AIV,Apartment Investment & Management,177.44%,EXC,Exelon Corp.,-58.45%,GHC,Graham Holdings,-3.35%,EXR,Extra Space Storage,-32.98%,DFS,Discover Financial Services,-62.74%,LVLT,Level 3 Communications,35.59%,NFX,Newfield Exploration Co,51.37%,HRB,Block H&R,57.48%,ANSS,ANSYS,16.06%,FLIR,FLIR Systems,-81.13%,ESV,Ensco plc,26.55%,KO,Coca-Cola Company
287,80.54%,AEP,American Electric Power,35.39%,MKC,McCormick & Co.,40.19%,DWDP,DowDuPont,17.95%,SVU,Supervalu Inc.,-0.72%,CTAS,Cintas Corporation,26.31%,RTN,Raytheon Co.,39.65%,NOC,Northrop Grumman Corp.,48.58%,HPQ,HP Inc.,98.38%,FAST,Fastenal Co,172.75%,EIX,Edison Int'l,-59.24%,TXT,Textron Inc.,-3.51%,HAL,Halliburton Co.,-33.87%,REG,Regency Centers Corporation,-63.37%,ZION,Zions Bancorp,35.53%,AIG,"American International Group, Inc.",51.34%,EIX,Edison Int'l,57.35%,RF,Regions Financial Corp.,15.78%,CFG,Citizens Financial Group,-85.62%,LIFE,Life Technologies,26.18%,IPG,Interpublic Group
288,79.71%,ESV,Ensco plc,35.21%,PSA,Public Storage,40.01%,AON,Aon plc,17.92%,ITW,Illinois Tool Works,-1.04%,GS,Goldman Sachs Group,26.18%,NSC,Norfolk Southern Corp.,38.94%,MSFT,Microsoft Corp.,47.40%,HIG,Hartford Financial Svc.Gp.,96.40%,PGR,Progressive Corp.,169.60%,MTD,Mettler Toledo,-59.28%,GT,Goodyear Tire & Rubber,-3.58%,WFC,Wells Fargo,-33.97%,AEE,Ameren Corp,-64.15%,KEY,KeyCorp,35.02%,GD,General Dynamics,51.33%,ADM,Archer-Daniels-Midland Co,57.23%,ADSK,Autodesk Inc,15.78%,ISRG,Intuitive Surgical Inc.,nan%,BHF,Brighthouse Financial Inc,26.10%,PX,Praxair Inc.
289,79.00%,AVB,"AvalonBay Communities, Inc.",34.62%,VRTX,Vertex Pharmaceuticals Inc,39.24%,CDNS,Cadence Design Systems,17.70%,PNR,Pentair Ltd.,-1.42%,DO,Diamond Offshore Drilling,26.02%,EMR,Emerson Electric Company,38.83%,GNW,Genworth Financial,46.60%,TMK,Torchmark Corp.,95.86%,TGT,Target Corp.,168.78%,TXT,Textron Inc.,-59.95%,AAL,American Airlines Group,-3.59%,RIG,Transocean,-34.26%,CME,CME Group Inc.,-64.73%,EA,Electronic Arts,34.48%,LH,Laboratory Corp. of America Holding,51.17%,DRE,Duke Realty Corp,57.12%,FOSL,Fossil Group,15.72%,EXPD,Expeditors International,495.71%,AVGO,Broadcom,25.76%,BMS,Bemis Company
290,78.84%,RTN,Raytheon Co.,34.39%,GS,Goldman Sachs Group,39.17%,GGP,General Growth Properties Inc.,17.54%,URI,"United Rentals, Inc.",-1.66%,DWDP,DowDuPont,26.01%,ANDV,Andeavor,38.78%,SYY,Sysco Corp.,46.34%,UPS,United Parcel Service,95.23%,FOXA,Twenty-First Century Fox Class A,153.71%,BXP,Boston Properties,-60.13%,ZION,Zions Bancorp,-3.83%,WU,Western Union Co,-35.98%,NVDA,Nvidia Corporation,-65.53%,AAL,American Airlines Group,33.87%,CPB,Campbell Soup,49.80%,HCN,Welltower Inc.,56.76%,DLR,Digital Realty,14.15%,ETR,Entergy Corp.,491.25%,DXC,DXC Technology,25.65%,SJM,JM Smucker
291,78.52%,WDC,Western Digital,34.22%,APD,Air Products & Chemicals Inc,38.81%,ROST,Ross Stores,17.46%,HSY,The Hershey Company,-2.17%,WEC,Wec Energy Group Inc,25.13%,WAT,Waters Corporation,38.38%,ALL,Allstate Corp,46.16%,EMR,Emerson Electric Company,95.00%,TXN,Texas Instruments,152.18%,BHGE,"Baker Hughes, a GE Company",-60.26%,CMA,Comerica Inc.,-3.84%,OMC,Omnicom Group,-36.19%,PBI,Pitney Bowes Inc,-67.74%,VLO,Valero Energy,33.41%,RSG,Republic Services Inc,48.51%,SO,Southern Co.,56.65%,ESRX,Express Scripts,13.65%,R,Ryder Systems Inc.,442.42%,EA,Electronic Arts,25.43%,ITT,ITT Corp.
292,78.28%,EQR,Equity Residential,33.79%,ED,Consolidated Edison,38.75%,CAT,Caterpillar Inc.,17.32%,DXC,DXC Technology,-2.39%,EMN,Eastman Chemical,24.51%,KSS,Kohl's,37.54%,DTE,DTE Energy,45.79%,CVX,Chevron Corp.,93.91%,ITT,ITT Corp.,140.72%,BCR,Bard (C.R.) Inc.,-60.72%,SHLD,Sears Holding Corporation,-4.47%,ADI,"Analog Devices, Inc.",-37.26%,GHC,Graham Holdings,-71.96%,RIG,Transocean,30.85%,SEE,Sealed Air,48.08%,XYL,Xylem Inc.,56.34%,COP,ConocoPhillips,13.00%,INFO,IHS Markit Ltd.,402.49%,LUV,Southwest Airlines,24.96%,NUE,Nucor Corp.
293,78.08%,DVN,Devon Energy,33.78%,TRV,The Travelers Companies Inc.,38.44%,STI,SunTrust Banks,17.17%,VZ,Verizon Communications,-2.60%,PPG,PPG Industries,23.89%,PH,Parker-Hannifin,37.19%,COF,Capital One Financial,45.63%,DGX,Quest Diagnostics,93.89%,ALL,Allstate Corp,133.95%,ANTM,Anthem Inc.,-61.47%,M,Macy's Inc.,-4.52%,ADBE,Adobe Systems Inc,-37.40%,GRMN,Garmin Ltd.,-73.37%,GNW,Genworth Financial,30.36%,KIM,Kimco Realty,47.05%,SLB,Schlumberger Ltd.,55.41%,UNM,Unum Group,9.04%,CNP,CenterPoint Energy,331.04%,DAL,Delta Air Lines,24.43%,CPB,Campbell Soup
294,77.97%,THC,Tenet Healthcare,33.34%,JWN,Nordstrom,38.34%,SLG,SL Green Realty,16.71%,TROW,T. Rowe Price Group,-3.20%,BAX,Baxter International Inc.,22.86%,WHR,Whirlpool Corp.,37.15%,NBL,Noble Energy Inc,45.10%,LOW,Lowe's Cos.,93.50%,COST,Costco Wholesale Corp.,131.71%,YUM,Yum! Brands Inc,-61.94%,HBAN,Huntington Bancshares,-4.58%,AAP,Advance Auto Parts,-37.42%,TWX,Time Warner Inc.,-74.78%,SVU,Supervalu Inc.,30.35%,AES,AES Corp,46.80%,VNO,Vornado Realty Trust,55.25%,LM,Legg Mason,8.02%,SLB,Schlumberger Ltd.,309.76%,BBY,Best Buy Co. Inc.,24.25%,FSLR,First Solar
295,77.83%,JWN,Nordstrom,33.15%,ATVI,Activision Blizzard,38.20%,SUN,Sunoco Inc.,16.43%,T,AT&T Inc,-3.36%,YUM,Yum! Brands Inc,22.82%,FLS,Flowserve Corporation,37.03%,PEG,Public Serv. Enterprise Inc.,44.86%,RE,Everest Re,92.56%,MCK,McKesson Corp.,130.99%,IVZ,Invesco Ltd.,-62.06%,INCY,Incyte,-5.07%,WMB,Williams Cos.,-37.43%,DISH,Dish Network,-77.27%,X,United States Steel Corporation,29.75%,AFL,AFLAC Inc,45.53%,ED,Consolidated Edison,54.97%,BBBY,Bed Bath & Beyond,6.08%,VTR,Ventas Inc,287.15%,ETFC,E*Trade,23.02%,CERN,Cerner
296,76.09%,TRV,The Travelers Companies Inc.,33.10%,BXP,Boston Properties,36.77%,MUR,Murphy Oil,16.18%,ODP,Office Depot Inc.,-3.59%,UPS,United Parcel Service,22.49%,AEP,American Electric Power,36.97%,RJF,Raymond James Financial Inc.,44.18%,RHI,Robert Half International,92.29%,EMR,Emerson Electric Company,128.89%,TMO,Thermo Fisher Scientific,-62.17%,MGM,MGM Resorts International,-5.49%,PNC,PNC Financial Services,-38.82%,STX,Seagate Technology,-79.66%,RF,Regions Financial Corp.,28.56%,AON,Aon plc,44.64%,CPB,Campbell Soup,54.63%,PEG,Public Serv. Enterprise Inc.,3.26%,EVHC,Envision Healthcare,277.65%,CHTR,Charter Communications,22.98%,FAST,Fastenal Co
297,75.47%,FLIR,FLIR Systems,33.07%,BWA,BorgWarner,36.56%,PLD,Prologis,15.62%,NUE,Nucor Corp.,-3.68%,RF,Regions Financial Corp.,21.80%,MLM,Martin Marietta Materials,36.50%,KLAC,KLA-Tencor Corp.,43.95%,LMT,Lockheed Martin Corp.,91.81%,VAR,Varian Medical Systems,124.97%,AYI,Acuity Brands Inc,-62.21%,MS,Morgan Stanley,-5.57%,COP,ConocoPhillips,-39.69%,SPGI,"S&P Global, Inc.",-81.15%,AKS,AK Steel Holding Corp.,28.47%,RTN,Raytheon Co.,44.53%,LVLT,Level 3 Communications,54.37%,LRCX,Lam Research,1.55%,XOM,Exxon Mobil Corp.,277.49%,BSX,Boston Scientific,22.89%,EMN,Eastman Chemical
298,75.14%,PH,Parker-Hannifin,32.62%,YUM,Yum! Brands Inc,35.80%,SCG,SCANA Corp,15.39%,TGNA,"Tegna, Inc.",-3.79%,JBL,Jabil Circuit,21.40%,SPGI,"S&P Global, Inc.",35.85%,FISV,Fiserv Inc,43.78%,ALGN,Align Technology,91.35%,SNA,Snap-On Inc.,116.73%,DVA,DaVita,-62.89%,IGT,International Game Technology,-6.13%,LSI,LSI Corporation,-40.88%,PFG,Principal Financial Group,-82.18%,S,Sprint Nextel Corp.,28.31%,ATVI,Activision Blizzard,44.22%,MDT,Medtronic plc,54.07%,SO,Southern Co.,0.10%,HLT,Hilton Worldwide,246.41%,ALGN,Align Technology,22.77%,GPC,Genuine Parts
299,74.88%,LLL,L-3 Communications Holdings,32.60%,DVN,Devon Energy,34.37%,PKG,Packaging Corporation of America,14.99%,JNPR,Juniper Networks,-3.89%,R,Ryder Systems Inc.,21.22%,HBAN,Huntington Bancshares,35.54%,EOG,EOG Resources,43.04%,CINF,Cincinnati Financial,91.33%,FTR,Frontier Communications,108.27%,GD,General Dynamics,-62.95%,DISH,Dish Network,-6.22%,MYL,Mylan N.V.,-41.24%,ANDV,Andeavor,-84.54%,ODP,Office Depot Inc.,28.20%,LMT,Lockheed Martin Corp.,43.08%,NCLH,Norwegian Cruise Line,53.98%,BWA,BorgWarner,-1.31%,QCOM,QUALCOMM Inc.,246.34%,AYI,Acuity Brands Inc,22.64%,CL,Colgate-Palmolive
300,74.32%,SRCL,Stericycle Inc,32.44%,WHR,Whirlpool Corp.,33.37%,MCK,McKesson Corp.,14.50%,DF,Dean Foods,-4.69%,BWA,BorgWarner,20.52%,ESV,Ensco plc,35.33%,CAG,Conagra Brands,42.84%,GS,Goldman Sachs Group,90.66%,ECL,Ecolab,102.26%,APD,Air Products & Chemicals Inc,-62.97%,BAC,Bank of America Corp,-6.24%,VAR,Varian Medical Systems,-41.47%,HRB,Block H&R,-85.24%,BAC,Bank of America Corp,26.54%,CA,"CA, Inc.",43.04%,LLL,L-3 Communications Holdings,53.12%,FITB,Fifth Third Bancorp,-1.39%,PYPL,PayPal,229.94%,TSN,Tyson Foods,22.00%,SUN,Sunoco Inc.
301,73.22%,FOX,Twenty-First Century Fox Class B,32.41%,SWK,Stanley Black & Decker,32.30%,AEE,Ameren Corp,14.29%,PFG,Principal Financial Group,-4.70%,L,Loews Corp.,19.83%,LNT,Alliant Energy Corp,35.06%,ADBE,Adobe Systems Inc,42.10%,RMD,ResMed,90.27%,DGX,Quest Diagnostics,79.78%,VMC,Vulcan Materials,-64.69%,PHM,Pulte Homes Inc.,-6.26%,UDR,UDR Inc,-42.78%,ARNC,Arconic Inc,-87.36%,FSLR,First Solar,25.59%,AIZ,Assurant Inc,42.95%,FB,"Facebook, Inc.",52.49%,CCK,Crown Holdings,-1.75%,COP,ConocoPhillips,221.19%,AOS,A.O. Smith,20.31%,AKAM,Akamai Technologies Inc
302,72.10%,YUM,Yum! Brands Inc,32.27%,DE,Deere & Co.,32.19%,PBI,Pitney Bowes Inc,14.11%,FTR,Frontier Communications,-5.09%,MO,Altria Group Inc,18.98%,MAS,Masco Corp.,34.65%,LH,Laboratory Corp. of America Holding,42.00%,MCK,McKesson Corp.,88.78%,ZBH,Zimmer Biomet Holdings,78.47%,AEP,American Electric Power,-64.99%,MAS,Masco Corp.,-6.35%,FTR,Frontier Communications,-42.84%,MU,Micron Technology,-87.59%,MGM,MGM Resorts International,25.27%,PEG,Public Serv. Enterprise Inc.,41.23%,EVHC,Envision Healthcare,51.98%,VMC,Vulcan Materials,-2.38%,EQT,EQT Corporation,215.05%,UNH,United Health Group Inc.,20.23%,HSIC,Henry Schein
303,71.95%,ROP,Roper Technologies,32.14%,ANDV,Andeavor,31.67%,HES,Hess Corporation,13.70%,MCD,McDonald's Corp.,-5.68%,KEY,KeyCorp,18.54%,X,United States Steel Corporation,34.57%,DVN,Devon Energy,41.92%,ED,Consolidated Edison,88.64%,EMN,Eastman Chemical,73.35%,CB,Chubb Corp,-65.24%,UAL,United Continental Holdings,-6.70%,PFE,Pfizer Inc.,-43.20%,SLG,SL Green Realty,-90.54%,C,Citigroup Inc.,25.19%,CSCO,Cisco Systems,41.12%,XRAY,Dentsply Sirona,51.94%,RSG,Republic Services Inc,-2.46%,CHRW,C. H. Robinson Worldwide,211.72%,UAL,United Continental Holdings,20.02%,OKE,ONEOK
304,71.39%,NSC,Norfolk Southern Corp.,31.98%,FLIR,FLIR Systems,30.47%,MRO,Marathon Oil Corp.,13.58%,KR,Kroger Co.,-6.02%,KMB,Kimberly-Clark,17.49%,JNJ,Johnson & Johnson,33.53%,FLS,Flowserve Corporation,41.89%,MMM,3M Company,88.28%,RTN,Raytheon Co.,72.61%,UAA,Under Armour,-65.96%,DFS,Discover Financial Services,-6.95%,PXD,Pioneer Natural Resources,-43.47%,GE,General Electric,-97.55%,AIG,"American International Group, Inc.",25.17%,MS,Morgan Stanley,40.68%,AMAT,Applied Materials Inc,51.53%,MCHP,Microchip Technology,-2.64%,VIAB,Viacom Inc.,206.17%,AMAT,Applied Materials Inc,19.70%,K,Kellogg Co.
305,71.27%,PPG,PPG Industries,31.85%,APA,Apache Corporation,30.16%,BA,Boeing Company,13.51%,TMK,Torchmark Corp.,-6.05%,BF.B,Brown-Forman Corp.,17.39%,HAS,Hasbro Inc.,33.41%,FMC,FMC Corporation,40.60%,XRX,Xerox Corp.,88.26%,AEP,American Electric Power,62.48%,HCN,Welltower Inc.,-69.52%,DWDP,DowDuPont,-7.29%,TGT,Target Corp.,-44.48%,AES,AES Corp,-99.29%,SUN,Sunoco Inc.,24.96%,WFC,Wells Fargo,39.59%,FII,Federated Investors,51.46%,RHT,Red Hat Inc.,-4.74%,CXO,Concho Resources,203.55%,LRCX,Lam Research,19.57%,UTX,United Technologies
306,71.06%,SWK,Stanley Black & Decker,29.84%,APC,Anadarko Petroleum Corp,28.51%,KEY,KeyCorp,13.32%,GHC,Graham Holdings,-6.11%,PNW,Pinnacle West Capital,16.86%,ADBE,Adobe Systems Inc,33.38%,STI,SunTrust Banks,39.72%,AMGN,Amgen Inc,88.19%,APC,Anadarko Petroleum Corp,60.70%,PKI,PerkinElmer,-69.66%,SBUX,Starbucks Corp.,-7.46%,NFX,Newfield Exploration Co,-45.06%,UAL,United Continental Holdings,nan%,KG,King Pharmaceuticals Inc.,24.60%,AMAT,Applied Materials Inc,37.48%,CME,CME Group Inc.,51.31%,UDR,UDR Inc,-5.78%,CVX,Chevron Corp.,195.02%,CELG,Celgene Corp.,19.48%,LKQ,LKQ Corporation
307,70.52%,BMS,Bemis Company,28.58%,SPG,Simon Property Group Inc,28.40%,SWK,Stanley Black & Decker,13.28%,PRU,Prudential Financial,-6.19%,FOXA,Twenty-First Century Fox Class A,16.71%,AIV,Apartment Investment & Management,32.64%,RE,Everest Re,37.63%,TGT,Target Corp.,87.85%,IRM,Iron Mountain Incorporated,60.66%,XEC,Cimarex Energy,-69.82%,FL,Foot Locker Inc,-7.58%,BBY,Best Buy Co. Inc.,-45.28%,HOG,Harley-Davidson,296.36%,TSCO,Tractor Supply Company,24.54%,EXPD,Expeditors International,37.46%,PBI,Pitney Bowes Inc,51.00%,ETN,Eaton Corporation,-5.85%,NSM,National Semiconductor Corp.,193.21%,SAIC,SAIC,18.63%,PWR,Quanta Services Inc.
