,1995-2011,ticker,company,1996-2012,ticker,company,1997-2013,ticker,company,1998-2014,ticker,company,1999-2015,ticker,company,2000-2016,ticker,company,2001-2017,ticker,company,2002-2018,ticker,company
539,,,,-93.18%,AIG,"American International Group, Inc.",-71.82%,AKAM,Akamai Technologies Inc,-39.68%,NYT,The New York Times Co.,-39.58%,WPX,"WPX Energy, Inc.",237.29%,INTU,Intuit,99.11%,MMI,Motorola Mobility,105.94%,MDT,Medtronic plc
540,,,,-95.79%,BHF,Brighthouse Financial Inc,-72.48%,ODP,Office Depot Inc.,-42.78%,CDNS,Cadence Design Systems,-40.05%,AES,AES Corp,235.34%,WLTW,Willis Towers Watson,98.14%,FII,Federated Investors,104.11%,X,United States Steel Corporation
541,,,,-96.24%,SUN,Sunoco Inc.,-72.56%,SVU,Supervalu Inc.,-44.53%,AKS,AK Steel Holding Corp.,-40.46%,IPG,Interpublic Group,219.81%,GME,GameStop,85.82%,SCHW,Charles Schwab Corporation,102.29%,PYPL,PayPal
542,,,,,,,-81.36%,AMD,Advanced Micro Devices,-44.84%,FHN,First Horizon,-40.90%,QEP,QEP Resources,209.66%,HES,Hess Corporation,84.28%,CMA,Comerica Inc.,87.43%,FE,FirstEnergy Corp
543,,,,,,,-91.08%,AIG,"American International Group, Inc.",-45.34%,S,Sprint Nextel Corp.,-42.61%,ZION,Zions Bancorp,194.78%,AMGN,Amgen Inc,83.93%,XLNX,Xilinx Inc,76.01%,HLT,Hilton Worldwide
544,,,,,,,-95.03%,BHF,Brighthouse Financial Inc,-46.69%,SVU,Supervalu Inc.,-43.90%,EQIX,Equinix,172.04%,HCA,HCA Holdings,81.14%,DVN,Devon Energy,69.24%,NWL,Newell Brands
545,,,,,,,,,,-51.17%,RF,Regions Financial Corp.,-43.97%,FHN,First Horizon,154.39%,MUR,Murphy Oil,70.38%,WAT,Waters Corporation,68.09%,INFO,IHS Markit Ltd.
546,,,,,,,,,,-52.29%,THC,Tenet Healthcare,-45.81%,RF,Regions Financial Corp.,116.66%,IVZ,Invesco Ltd.,67.59%,INTC,Intel Corp.,66.89%,MAT,Mattel Inc.
547,,,,,,,,,,-53.69%,LVLT,Level 3 Communications,-48.15%,SVU,Supervalu Inc.,110.53%,TIF,Tiffany & Co.,65.90%,COF,Capital One Financial,66.75%,M,Macy's Inc.
548,,,,,,,,,,-55.16%,GT,Goodyear Tire & Rubber,-52.12%,NYT,The New York Times Co.,100.59%,UPS,United Parcel Service,59.16%,SYF,Synchrony Financial,42.38%,GT,Goodyear Tire & Rubber
549,,,,,,,,,,-56.39%,AMD,Advanced Micro Devices,-53.42%,GNW,Genworth Financial,77.81%,LNC,Lincoln National,58.75%,ORCL,Oracle Corp.,40.66%,GM,General Motors
550,,,,,,,,,,-57.75%,EQIX,Equinix,-56.64%,AKAM,Akamai Technologies Inc,72.69%,COF,Capital One Financial,50.16%,ATI,Allegheny Technologies,36.26%,MU,Micron Technology
551,,,,,,,,,,-59.66%,XRX,Xerox Corp.,-61.76%,KG,King Pharmaceuticals Inc.,57.14%,SCHW,Charles Schwab Corporation,44.93%,VRSN,Verisign Inc.,36.23%,HBAN,Huntington Bancshares
552,,,,,,,,,,-65.84%,ETFC,E*Trade,-65.32%,ODP,Office Depot Inc.,50.84%,KSS,Kohl's,43.82%,HPQ,HP Inc.,35.68%,BAC,Bank of America Corp
553,,,,,,,,,,-66.85%,ODP,Office Depot Inc.,-68.59%,C,Citigroup Inc.,44.45%,DXC,DXC Technology,41.97%,HPE,Hewlett Packard Enterprise,30.26%,SLM,SLM Corporation
554,,,,,,,,,,-67.50%,AKAM,Akamai Technologies Inc,-70.59%,AKS,AK Steel Holding Corp.,32.67%,RRD,R.R. Donnelley,39.85%,A,Agilent Technologies Inc,28.21%,KEY,KeyCorp
555,,,,,,,,,,-71.84%,C,Citigroup Inc.,-71.09%,XRX,Xerox Corp.,30.34%,DO,Diamond Offshore Drilling,37.85%,LLY,Lilly (Eli) & Co.,27.68%,NSM,National Semiconductor Corp.
556,,,,,,,,,,-76.94%,JCP,J.C. Penney,-79.26%,ETFC,E*Trade,28.45%,HIG,Hartford Financial Svc.Gp.,35.72%,RRD,R.R. Donnelley,21.81%,COTY,"Coty, Inc"
557,,,,,,,,,,-91.44%,AIG,"American International Group, Inc.",-79.74%,JCP,J.C. Penney,16.45%,INTC,Intel Corp.,32.97%,WU,Western Union Co,18.74%,WRK,WestRock Company
558,,,,,,,,,,-98.47%,BHF,Brighthouse Financial Inc,-81.59%,AMD,Advanced Micro Devices,6.18%,WU,Western Union Co,32.23%,PKI,PerkinElmer,14.55%,BTU,Peabody Energy
559,,,,,,,,,,,,,-87.16%,S,Sprint Nextel Corp.,2.07%,KHC,Kraft Heinz,30.07%,STI,SunTrust Banks,10.10%,NWS,News Corp. Class B
560,,,,,,,,,,,,,-92.37%,LVLT,Level 3 Communications,-4.33%,UA,Under Armour,25.99%,KHC,Kraft Heinz,-12.78%,NAVI,Navient
561,,,,,,,,,,,,,-92.90%,AIG,"American International Group, Inc.",-5.64%,CSRA,CSRA Inc.,11.39%,IVZ,Invesco Ltd.,-24.29%,RDC,Rowan Companies Plc
562,,,,,,,,,,,,,-99.43%,BHF,Brighthouse Financial Inc,-8.27%,STI,SunTrust Banks,1.66%,CSRA,CSRA Inc.,-25.51%,KMI,Kinder Morgan
563,,,,,,,,,,,,,,,,-24.21%,HPQ,HP Inc.,-0.42%,KSS,Kohl's,-25.75%,FOSL,Fossil Group
564,,,,,,,,,,,,,,,,-26.60%,ATI,Allegheny Technologies,-0.66%,HIG,Hartford Financial Svc.Gp.,-25.91%,GE,General Electric
565,,,,,,,,,,,,,,,,-42.34%,ZION,Zions Bancorp,-5.03%,VIAB,Viacom Inc.,-39.07%,PBI,Pitney Bowes Inc
566,,,,,,,,,,,,,,,,-42.36%,XRX,Xerox Corp.,-11.15%,ZION,Zions Bancorp,-40.92%,XL,XL Capital
567,,,,,,,,,,,,,,,,-46.12%,VRSN,Verisign Inc.,-17.54%,DO,Diamond Offshore Drilling,-47.50%,NYT,The New York Times Co.
568,,,,,,,,,,,,,,,,-70.18%,WPX,"WPX Energy, Inc.",-17.94%,SHLD,Sears Holding Corporation,-50.40%,AKS,AK Steel Holding Corp.
569,,,,,,,,,,,,,,,,-88.65%,ETFC,E*Trade,-25.87%,F,Ford Motor,-64.29%,NBR,Nabors Industries
570,,,,,,,,,,,,,,,,-95.57%,LVLT,Level 3 Communications,-28.52%,IPG,Interpublic Group,-65.14%,S,Sprint Nextel Corp.
571,,,,,,,,,,,,,,,,,,,-29.03%,FITB,Fifth Third Bancorp,-72.83%,ESV,Ensco plc
572,,,,,,,,,,,,,,,,,,,-53.02%,ETFC,E*Trade,-76.25%,LIFE,Life Technologies
573,,,,,,,,,,,,,,,,,,,-58.33%,NE,Noble Corp,-81.19%,ODP,Office Depot Inc.
574,,,,,,,,,,,,,,,,,,,-70.13%,UA,Under Armour,-82.47%,SVU,Supervalu Inc.
575,,,,,,,,,,,,,,,,,,,,,,-86.59%,JCP,J.C. Penney
576,,,,,,,,,,,,,,,,,,,,,,-87.18%,AVP,Avon Products
577,,,,,,,,,,,,,,,,,,,,,,-91.02%,THC,Tenet Healthcare
578,,,,,,,,,,,,,,,,,,,,,,-94.97%,AIG,"American International Group, Inc."
