,1995-1998,ticker,company,1996-1999,ticker,company,1997-2000,ticker,company,1998-2001,ticker,company,1999-2002,ticker,company,2000-2003,ticker,company,2001-2004,ticker,company,2002-2005,ticker,company,2003-2006,ticker,company,2004-2007,ticker,company,2005-2008,ticker,company,2006-2009,ticker,company,2007-2010,ticker,company,2008-2011,ticker,company,2009-2012,ticker,company,2010-2013,ticker,company,2011-2014,ticker,company,2012-2015,ticker,company,2013-2016,ticker,company,2014-2017,ticker,company,2015-2018,ticker,company
303,59.33%,SNPS,Synopsys Inc.,31.14%,SUN,Sunoco Inc.,11.99%,CMI,Cummins Inc.,4.39%,HCP,HCP Inc.,8.64%,ALB,Albemarle Corp,-7.99%,CELG,Celgene Corp.,10.19%,VMC,Vulcan Materials,28.01%,D,Dominion Energy,58.72%,EMN,Eastman Chemical,43.52%,NBR,Nabors Industries,116.25%,PPL,PPL Corp.,-36.27%,DPS,Dr Pepper Snapple Group,-51.33%,AKAM,Akamai Technologies Inc,-16.22%,AMAT,Applied Materials Inc,5.26%,KIM,Kimco Realty,17.20%,PAYX,Paychex Inc.,10.05%,Q,Qwest Communications,74.01%,MON,Monsanto Co.,41.75%,RF,Regions Financial Corp.,98.06%,DRE,Duke Realty Corp,7.97%,XEC,Cimarex Energy
304,58.95%,MOS,The Mosaic Company,31.06%,L,Loews Corp.,11.20%,PCG,PG&E Corp.,4.03%,RCL,Royal Caribbean Cruises Ltd,8.31%,RSG,Republic Services Inc,-9.15%,FMC,FMC Corporation,10.19%,PEG,Public Serv. Enterprise Inc.,27.47%,ED,Consolidated Edison,58.68%,AFL,AFLAC Inc,43.44%,TAP,Molson Coors Brewing Company,111.74%,GS,Goldman Sachs Group,-36.43%,AVY,Avery Dennison Corp,-51.97%,AIV,Apartment Investment & Management,-16.36%,GLW,Corning Inc.,4.55%,MON,Monsanto Co.,17.01%,DWDP,DowDuPont,9.95%,DLR,Digital Realty,73.35%,AMZN,Amazon.com Inc,41.75%,BBT,BB&T Corporation,93.55%,ARE,Alexandria Real Estate Equities Inc,7.59%,NWSA,News Corp. Class A
305,58.82%,CELG,Celgene Corp.,30.87%,VLO,Valero Energy,10.87%,DO,Diamond Offshore Drilling,3.36%,ESV,Ensco plc,8.12%,ANDV,Andeavor,-9.43%,VRTX,Vertex Pharmaceuticals Inc,10.05%,AJG,Arthur J. Gallagher & Co.,27.28%,MOS,The Mosaic Company,58.63%,FOSL,Fossil Group,43.34%,BWA,BorgWarner,111.04%,PX,Praxair Inc.,-36.63%,WMB,Williams Cos.,-52.33%,M,Macy's Inc.,-16.37%,XOM,Exxon Mobil Corp.,4.18%,RTN,Raytheon Co.,16.78%,JBL,Jabil Circuit,9.34%,CHK,Chesapeake Energy,73.02%,HST,Host Hotels & Resorts,41.50%,XLNX,Xilinx Inc,93.10%,AMAT,Applied Materials Inc,7.39%,WPX,"WPX Energy, Inc."
306,58.71%,LUK,Leucadia National Corp.,30.60%,GWW,Grainger (W.W.) Inc.,10.87%,BAC,Bank of America Corp,2.75%,PX,Praxair Inc.,7.45%,BRK.B,Berkshire Hathaway,-9.81%,SVU,Supervalu Inc.,9.91%,RJF,Raymond James Financial Inc.,27.17%,AZO,AutoZone Inc,58.54%,D,Dominion Energy,43.18%,PHM,Pulte Homes Inc.,108.21%,HRS,Harris Corporation,-36.66%,NVDA,Nvidia Corporation,-53.33%,MS,Morgan Stanley,-16.58%,MSFT,Microsoft Corp.,3.99%,BCR,Bard (C.R.) Inc.,16.00%,SUN,Sunoco Inc.,7.34%,TPR,"Tapestry, Inc.",72.94%,VIAB,Viacom Inc.,41.14%,XYL,Xylem Inc.,92.99%,AIV,Apartment Investment & Management,6.89%,IBM,International Business Machines
307,58.11%,SRCL,Stericycle Inc,30.14%,MCO,Moody's Corp,10.67%,NUE,Nucor Corp.,2.71%,PG,Procter & Gamble,6.99%,AAPL,Apple Inc.,-10.32%,MRK,Merck & Co.,9.76%,WM,Waste Management Inc.,27.15%,AKS,AK Steel Holding Corp.,58.10%,RDC,Rowan Companies Plc,42.90%,SWK,Stanley Black & Decker,103.89%,MRK,Merck & Co.,-37.15%,FDX,FedEx Corporation,-54.52%,GE,General Electric,-16.82%,ITT,ITT Corp.,3.60%,MAS,Masco Corp.,15.74%,LH,Laboratory Corp. of America Holding,7.24%,AIG,"American International Group, Inc.",72.71%,PH,Parker-Hannifin,40.64%,CSX,CSX Corp.,92.65%,UAL,United Continental Holdings,6.05%,CERN,Cerner
308,57.70%,APC,Anadarko Petroleum Corp,29.63%,THC,Tenet Healthcare,10.64%,SJM,JM Smucker,2.35%,UDR,UDR Inc,6.78%,AXP,American Express Co,-10.37%,STI,SunTrust Banks,8.97%,C,Citigroup Inc.,27.11%,LKQ,LKQ Corporation,57.61%,TSN,Tyson Foods,42.66%,ZION,Zions Bancorp,103.38%,TXT,Textron Inc.,-37.63%,TPR,"Tapestry, Inc.",-56.49%,SUN,Sunoco Inc.,-17.37%,IVZ,Invesco Ltd.,3.00%,GHC,Graham Holdings,14.96%,CPB,Campbell Soup,6.98%,NVDA,Nvidia Corporation,72.59%,NYT,The New York Times Co.,40.51%,PRGO,Perrigo,92.51%,GD,General Dynamics,5.58%,FRT,Federal Realty Investment Trust
309,57.44%,GLW,Corning Inc.,28.80%,ETR,Entergy Corp.,10.16%,OI,Owens-Illinois,2.29%,ITW,Illinois Tool Works,6.70%,INTC,Intel Corp.,-10.74%,AVY,Avery Dennison Corp,8.55%,FITB,Fifth Third Bancorp,27.03%,MCD,McDonald's Corp.,57.40%,AEP,American Electric Power,42.46%,ENDP,Endo International plc,102.67%,CHRW,C. H. Robinson Worldwide,-39.19%,AET,Aetna Inc,-57.05%,ANDV,Andeavor,-17.52%,TWX,Time Warner Inc.,2.67%,AFL,AFLAC Inc,14.64%,XRAY,Dentsply Sirona,6.07%,ZTS,Zoetis,72.16%,UNM,Unum Group,39.35%,BIG,Big Lots Inc.,91.72%,CNC,Centene Corporation,5.57%,NFX,Newfield Exploration Co
310,57.20%,PKI,PerkinElmer,28.25%,FOXA,Twenty-First Century Fox Class A,10.13%,O,Realty Income Corporation,1.69%,ALL,Allstate Corp,6.65%,NEM,Newmont Mining Corporation,-10.99%,MAS,Masco Corp.,8.36%,DGX,Quest Diagnostics,26.81%,BMS,Bemis Company,57.35%,DRE,Duke Realty Corp,41.82%,RF,Regions Financial Corp.,101.67%,EXC,Exelon Corp.,-39.23%,NE,Noble Corp,-57.10%,IGT,International Game Technology,-18.11%,RTN,Raytheon Co.,2.58%,VLO,Valero Energy,14.19%,CHRW,C. H. Robinson Worldwide,6.01%,BIG,Big Lots Inc.,72.13%,EIX,Edison Int'l,38.73%,PDCO,Patterson Companies,89.82%,NI,NiSource Inc.,5.53%,BXP,Boston Properties
311,56.60%,FLIR,FLIR Systems,28.20%,NSC,Norfolk Southern Corp.,10.01%,ETR,Entergy Corp.,1.59%,L,Loews Corp.,6.60%,GRMN,Garmin Ltd.,-11.66%,PPG,PPG Industries,8.16%,MON,Monsanto Co.,26.53%,TMO,Thermo Fisher Scientific,57.14%,ALL,Allstate Corp,41.65%,DTE,DTE Energy,99.42%,NEE,NextEra Energy,-39.32%,STZ,Constellation Brands,-57.21%,PFG,Principal Financial Group,-18.30%,NUE,Nucor Corp.,0.98%,APTV,Aptiv Plc,14.10%,GOOGL,Alphabet Inc Class A,5.80%,APC,Anadarko Petroleum Corp,72.10%,DG,Dollar General,38.67%,DNB,Dun & Bradstreet,89.71%,TSN,Tyson Foods,5.40%,IPG,Interpublic Group
312,56.51%,MUR,Murphy Oil,28.05%,LNT,Alliant Energy Corp,9.31%,PGR,Progressive Corp.,1.32%,IP,International Paper,6.50%,SNA,Snap-On Inc.,-11.71%,IR,Ingersoll-Rand PLC,8.11%,EXC,Exelon Corp.,26.15%,TGNA,"Tegna, Inc.",57.14%,GPC,Genuine Parts,41.62%,APD,Air Products & Chemicals Inc,98.84%,HAL,Halliburton Co.,-39.37%,GRMN,Garmin Ltd.,-58.01%,SLG,SL Green Realty,-18.68%,BA,Boeing Company,-0.06%,LUV,Southwest Airlines,14.04%,XYL,Xylem Inc.,5.49%,FE,FirstEnergy Corp,72.10%,ZION,Zions Bancorp,37.73%,BXP,Boston Properties,86.41%,AET,Aetna Inc,4.25%,DNB,Dun & Bradstreet
313,56.16%,XEL,Xcel Energy Inc,27.86%,DWDP,DowDuPont,9.11%,BWA,BorgWarner,0.98%,PH,Parker-Hannifin,6.25%,FMC,FMC Corporation,-11.73%,EMN,Eastman Chemical,7.89%,DOV,Dover Corp.,25.90%,ROP,Roper Technologies,56.84%,DE,Deere & Co.,41.47%,PEP,PepsiCo Inc.,98.12%,CI,CIGNA Corp.,-39.50%,XEC,Cimarex Energy,-58.34%,TXT,Textron Inc.,-18.85%,ZBH,Zimmer Biomet Holdings,-0.81%,NDAQ,"Nasdaq, Inc.",14.03%,ZBH,Zimmer Biomet Holdings,5.16%,LRCX,Lam Research,71.71%,GM,General Motors,37.73%,CCK,Crown Holdings,85.65%,AOS,A.O. Smith,3.74%,ABC,AmerisourceBergen Corp
314,55.58%,GPC,Genuine Parts,27.76%,LUK,Leucadia National Corp.,8.84%,RIG,Transocean,0.58%,SHW,Sherwin-Williams,6.22%,BK,The Bank of New York Mellon Corp.,-12.58%,CLX,The Clorox Company,7.65%,ZION,Zions Bancorp,25.50%,RIG,Transocean,56.35%,TMK,Torchmark Corp.,41.17%,K,Kellogg Co.,95.28%,UNP,Union Pacific,-39.51%,HD,Home Depot,-61.17%,SVU,Supervalu Inc.,-19.05%,FII,Federated Investors,-1.12%,BAX,Baxter International Inc.,13.55%,SYK,Stryker Corp.,4.71%,FLIR,FLIR Systems,71.44%,FHN,First Horizon,37.68%,ALLE,Allegion,85.31%,DAL,Delta Air Lines,3.58%,PPG,PPG Industries
315,55.13%,R,Ryder Systems Inc.,27.43%,AAPL,Apple Inc.,7.88%,APA,Apache Corporation,-0.57%,HRB,Block H&R,6.13%,DLTR,Dollar Tree,-13.00%,FLS,Flowserve Corporation,7.31%,MDLZ,Mondelez International,25.48%,KSU,Kansas City Southern,55.86%,NTRS,Northern Trust Corp.,41.15%,NWL,Newell Brands,93.63%,KSU,Kansas City Southern,-39.60%,HBI,Hanesbrands Inc,-62.11%,URI,"United Rentals, Inc.",-19.46%,HOG,Harley-Davidson,-1.88%,WFC,Wells Fargo,13.07%,RSG,Republic Services Inc,4.51%,SBR,Sabre Holdings,71.38%,ATVI,Activision Blizzard,37.36%,ANSS,ANSYS,85.15%,RCL,Royal Caribbean Cruises Ltd,3.41%,IVZ,Invesco Ltd.
316,54.49%,SO,Southern Co.,27.23%,DGX,Quest Diagnostics,7.43%,THC,Tenet Healthcare,-0.61%,AME,AMETEK Inc,5.97%,TROW,T. Rowe Price Group,-13.07%,ADSK,Autodesk Inc,6.87%,UHS,"Universal Health Services, Inc.",24.94%,LOW,Lowe's Cos.,55.83%,HCN,Welltower Inc.,40.19%,CLX,The Clorox Company,92.70%,CBG,CBRE Group,-39.74%,FOXA,Twenty-First Century Fox Class A,-62.40%,DRE,Duke Realty Corp,-19.72%,EIX,Edison Int'l,-2.18%,MS,Morgan Stanley,12.57%,APD,Air Products & Chemicals Inc,3.92%,LH,Laboratory Corp. of America Holding,71.25%,PRGO,Perrigo,37.04%,KG,King Pharmaceuticals Inc.,84.09%,TAP,Molson Coors Brewing Company,3.21%,PVH,PVH Corp.
317,54.40%,JCP,J.C. Penney,26.25%,FRT,Federal Realty Investment Trust,7.20%,APC,Anadarko Petroleum Corp,-1.07%,HSIC,Henry Schein,5.96%,IDXX,IDEXX Laboratories,-13.56%,LNC,Lincoln National,6.78%,NWL,Newell Brands,24.75%,DISH,Dish Network,55.50%,GE,General Electric,39.56%,SO,Southern Co.,92.36%,GRA,W.R. Grace,-39.93%,PKI,PerkinElmer,-63.63%,JCP,J.C. Penney,-19.99%,AVP,Avon Products,-2.78%,DVN,Devon Energy,12.53%,UNM,Unum Group,3.54%,CAT,Caterpillar Inc.,70.89%,LNT,Alliant Energy Corp,36.96%,RMD,ResMed,83.75%,AWK,American Water Works Company Inc,2.52%,UHS,"Universal Health Services, Inc."
318,54.30%,HCP,HCP Inc.,25.94%,PKI,PerkinElmer,6.93%,AVB,"AvalonBay Communities, Inc.",-1.25%,GRMN,Garmin Ltd.,4.91%,PWR,Quanta Services Inc.,-13.67%,DUK,Duke Energy,6.70%,FII,Federated Investors,24.67%,AIZ,Assurant Inc,54.93%,OKE,ONEOK,39.38%,UNP,Union Pacific,91.95%,ETR,Entergy Corp.,-39.98%,URBN,Urban Outfitters,-64.63%,VLO,Valero Energy,-20.10%,JCP,J.C. Penney,-3.04%,AVY,Avery Dennison Corp,11.57%,JPM,JPMorgan Chase & Co.,3.49%,HLT,Hilton Worldwide,70.79%,BF.B,Brown-Forman Corp.,36.17%,CL,Colgate-Palmolive,81.20%,MAA,Mid-America Apartments,1.63%,JCI,Johnson Controls Inc
319,54.29%,LB,L Brands Inc.,25.86%,GILD,Gilead Sciences,6.32%,VLO,Valero Energy,-1.72%,AZO,AutoZone Inc,4.88%,DOV,Dover Corp.,-13.71%,WHR,Whirlpool Corp.,6.64%,FTI,TechnipFMC,24.50%,LRCX,Lam Research,54.81%,KMX,Carmax Inc,38.95%,USB,U.S. Bancorp,91.06%,TMO,Thermo Fisher Scientific,-40.30%,GRA,W.R. Grace,-65.15%,GNW,Genworth Financial,-20.20%,ISRG,Intuitive Surgical Inc.,-3.28%,KR,Kroger Co.,11.35%,SLB,Schlumberger Ltd.,3.14%,DGX,Quest Diagnostics,70.76%,DLTR,Dollar Tree,35.11%,STX,Seagate Technology,81.08%,ROST,Ross Stores,1.57%,OMC,Omnicom Group
320,54.03%,PPL,PPL Corp.,25.78%,APH,Amphenol Corp,6.27%,PNW,Pinnacle West Capital,-1.97%,COO,The Cooper Companies,4.13%,AON,Aon plc,-15.50%,CVX,Chevron Corp.,6.44%,AFL,AFLAC Inc,24.02%,UNP,Union Pacific,54.42%,NEE,NextEra Energy,38.84%,UNM,Unum Group,91.00%,SRE,Sempra Energy,-40.42%,CME,CME Group Inc.,-67.00%,CDNS,Cadence Design Systems,-20.22%,FOX,Twenty-First Century Fox Class B,-3.78%,LLL,L-3 Communications Holdings,11.00%,GD,General Dynamics,2.89%,LUK,Leucadia National Corp.,70.72%,KIM,Kimco Realty,33.91%,FTR,Frontier Communications,80.72%,FHN,First Horizon,1.46%,HCN,Welltower Inc.
321,53.85%,HSIC,Henry Schein,25.51%,ADSK,Autodesk Inc,6.07%,CPB,Campbell Soup,-3.34%,PSA,Public Storage,4.03%,INCY,Incyte,-15.86%,AGN,"Allergan, Inc",6.41%,CMA,Comerica Inc.,23.55%,LMT,Lockheed Martin Corp.,54.24%,MAS,Masco Corp.,38.66%,CL,Colgate-Palmolive,90.06%,BHGE,"Baker Hughes, a GE Company",-40.44%,TWX,Time Warner Inc.,-67.77%,BAC,Bank of America Corp,-20.48%,CBS,CBS Corp.,-4.90%,MET,MetLife Inc.,10.80%,XEC,Cimarex Energy,1.29%,RDC,Rowan Companies Plc,70.29%,BWA,BorgWarner,33.41%,TGT,Target Corp.,80.00%,FL,Foot Locker Inc,0.90%,HSIC,Henry Schein
322,53.39%,JWN,Nordstrom,24.39%,TSN,Tyson Foods,5.96%,OXY,Occidental Petroleum,-3.53%,VNO,Vornado Realty Trust,3.74%,FHN,First Horizon,-16.05%,MTD,Mettler Toledo,5.93%,JNJ,Johnson & Johnson,23.53%,ORLY,O'Reilly Automotive,54.02%,WBA,Walgreens Boots Alliance,38.50%,UTX,United Technologies,88.13%,COL,Rockwell Collins,-40.71%,FOX,Twenty-First Century Fox Class B,-68.42%,PHM,Pulte Homes Inc.,-20.92%,SLG,SL Green Realty,-5.34%,REG,Regency Centers Corporation,10.25%,ICE,Intercontinental Exchange,0.28%,AKAM,Akamai Technologies Inc,70.20%,CLX,The Clorox Company,32.22%,UNP,Union Pacific,79.98%,FISV,Fiserv Inc,0.77%,KMX,Carmax Inc
323,52.92%,DWDP,DowDuPont,23.90%,WY,Weyerhaeuser Corp.,5.07%,RF,Regions Financial Corp.,-3.56%,RIG,Transocean,3.62%,CTAS,Cintas Corporation,-16.18%,PG,Procter & Gamble,5.90%,CNX,Consol Energy,23.24%,LH,Laboratory Corp. of America Holding,53.71%,CMS,CMS Energy,38.08%,NTRS,Northern Trust Corp.,87.58%,WYNN,Wynn Resorts,-40.83%,NI,NiSource Inc.,-70.22%,UAL,United Continental Holdings,-21.23%,GILD,Gilead Sciences,-6.77%,KEY,KeyCorp,9.46%,DNR,Denbury Resources,-0.24%,SWKS,Skyworks Solutions,70.17%,SYMC,Symantec Corp.,32.22%,SYF,Synchrony Financial,79.95%,BSX,Boston Scientific,-0.19%,OXY,Occidental Petroleum
324,51.40%,PCG,PG&E Corp.,23.75%,AME,AMETEK Inc,4.14%,NEE,NextEra Energy,-4.06%,PVH,PVH Corp.,3.54%,SUN,Sunoco Inc.,-16.31%,CL,Colgate-Palmolive,5.69%,RTN,Raytheon Co.,22.78%,HAS,Hasbro Inc.,53.25%,ABC,AmerisourceBergen Corp,37.68%,VAR,Varian Medical Systems,86.68%,CCK,Crown Holdings,-40.98%,ZBH,Zimmer Biomet Holdings,-70.73%,XL,XL Capital,-21.74%,MDT,Medtronic plc,-7.18%,AKS,AK Steel Holding Corp.,8.08%,ANTM,Anthem Inc.,-1.49%,GLW,Corning Inc.,69.62%,PAYX,Paychex Inc.,32.21%,MTB,M&T Bank Corp.,79.33%,MMI,Motorola Mobility,-0.32%,XOM,Exxon Mobil Corp.
325,51.32%,EL,Estee Lauder Cos.,23.37%,BXP,Boston Properties,3.52%,GRA,W.R. Grace,-4.42%,OXY,Occidental Petroleum,3.30%,NEE,NextEra Energy,-16.46%,TSS,Total System Services,5.50%,RMD,ResMed,22.67%,HRL,Hormel Foods Corp.,52.73%,MHK,Mohawk Industries,37.58%,GIS,General Mills,85.51%,AET,Aetna Inc,-41.05%,ESV,Ensco plc,-72.92%,LVLT,Level 3 Communications,-21.93%,WU,Western Union Co,-8.16%,TRIP,TripAdvisor,8.04%,WBA,Walgreens Boots Alliance,-2.04%,ODP,Office Depot Inc.,69.56%,DNB,Dun & Bradstreet,31.92%,HSY,The Hershey Company,76.43%,ETFC,E*Trade,-1.29%,TIF,Tiffany & Co.
326,51.05%,PEG,Public Serv. Enterprise Inc.,23.03%,DVN,Devon Energy,3.18%,CMS,CMS Energy,-4.71%,LEG,Leggett & Platt,2.93%,PNR,Pentair Ltd.,-16.73%,TGT,Target Corp.,5.40%,OKE,ONEOK,22.38%,PNW,Pinnacle West Capital,52.72%,PDCO,Patterson Companies,37.30%,XEC,Cimarex Energy,85.16%,T,AT&T Inc,-42.00%,LRCX,Lam Research,-72.96%,LEN,Lennar Corp.,-22.11%,REG,Regency Centers Corporation,-8.28%,ALL,Allstate Corp,6.66%,FE,FirstEnergy Corp,-3.34%,BHGE,"Baker Hughes, a GE Company",69.55%,JWN,Nordstrom,31.80%,AMT,American Tower Corp A,76.36%,O,Realty Income Corporation,-1.77%,RHI,Robert Half International
327,50.66%,FRT,Federal Realty Investment Trust,22.73%,NBR,Nabors Industries,2.90%,FII,Federated Investors,-4.73%,BHGE,"Baker Hughes, a GE Company",2.62%,ZBH,Zimmer Biomet Holdings,-16.83%,BA,Boeing Company,4.77%,ISRG,Intuitive Surgical Inc.,22.24%,VMC,Vulcan Materials,52.69%,ADI,"Analog Devices, Inc.",36.70%,CTL,CenturyLink Inc,82.47%,ES,Eversource Energy,-42.15%,RHI,Robert Half International,-73.65%,FITB,Fifth Third Bancorp,-22.72%,XRAY,Dentsply Sirona,-10.24%,EXC,Exelon Corp.,6.64%,CMA,Comerica Inc.,-3.82%,CCL,Carnival Corp.,69.44%,TIF,Tiffany & Co.,31.41%,C,Citigroup Inc.,75.79%,ESS,"Essex Property Trust, Inc.",-2.49%,WBA,Walgreens Boots Alliance
328,50.17%,TSN,Tyson Foods,22.44%,IP,International Paper,2.88%,NFX,Newfield Exploration Co,-4.81%,HST,Host Hotels & Resorts,2.45%,JBHT,J. B. Hunt Transport Services,-17.81%,WAT,Waters Corporation,4.73%,NEE,NextEra Energy,22.22%,JPM,JPMorgan Chase & Co.,52.49%,FII,Federated Investors,36.64%,SLM,SLM Corporation,80.58%,APD,Air Products & Chemicals Inc,-42.19%,CTAS,Cintas Corporation,-75.58%,GGP,General Growth Properties Inc.,-22.97%,NWL,Newell Brands,-10.93%,AIG,"American International Group, Inc.",5.08%,PEG,Public Serv. Enterprise Inc.,-4.26%,PCG,PG&E Corp.,69.23%,VNO,Vornado Realty Trust,31.34%,ED,Consolidated Edison,74.92%,SCG,SCANA Corp,-3.08%,HP,Helmerich & Payne
329,50.00%,MCO,Moody's Corp,22.27%,FOX,Twenty-First Century Fox Class B,2.46%,APD,Air Products & Chemicals Inc,-4.89%,SRE,Sempra Energy,2.03%,HRS,Harris Corporation,-18.15%,KR,Kroger Co.,4.25%,HST,Host Hotels & Resorts,21.67%,FOX,Twenty-First Century Fox Class B,52.19%,C,Citigroup Inc.,36.58%,PG,Procter & Gamble,80.41%,BXP,Boston Properties,-42.48%,AMP,Ameriprise Financial,-76.24%,SLM,SLM Corporation,-23.13%,NTRS,Northern Trust Corp.,-11.44%,PBI,Pitney Bowes Inc,4.67%,AVY,Avery Dennison Corp,-7.54%,CTXS,Citrix Systems,69.22%,AN,AutoNation Inc,31.11%,DLR,Digital Realty,72.83%,LEG,Leggett & Platt,-3.24%,CELG,Celgene Corp.
330,50.00%,ARE,Alexandria Real Estate Equities Inc,22.01%,MU,Micron Technology,2.27%,JBHT,J. B. Hunt Transport Services,-5.00%,AON,Aon plc,1.86%,MO,Altria Group Inc,-18.58%,BIG,Big Lots Inc.,4.20%,INTC,Intel Corp.,21.28%,MLM,Martin Marietta Materials,52.04%,ESV,Ensco plc,36.58%,AMD,Advanced Micro Devices,79.44%,CVS,CVS Health,-42.65%,HAL,Halliburton Co.,-80.68%,S,Sprint Nextel Corp.,-23.23%,ADSK,Autodesk Inc,-16.40%,FTR,Frontier Communications,4.31%,DAL,Delta Air Lines,-8.85%,ALLE,Allegion,69.16%,SRCL,Stericycle Inc,30.80%,FLIR,FLIR Systems,72.54%,MTD,Mettler Toledo,-3.36%,QCOM,QUALCOMM Inc.
331,49.41%,STZ,Constellation Brands,21.47%,SNA,Snap-On Inc.,2.16%,AKS,AK Steel Holding Corp.,-5.13%,FRT,Federal Realty Investment Trust,1.69%,ADM,Archer-Daniels-Midland Co,-18.89%,SLB,Schlumberger Ltd.,3.65%,AMD,Advanced Micro Devices,21.24%,BBY,Best Buy Co. Inc.,51.46%,ECL,Ecolab,36.44%,REGN,Regeneron,79.26%,EIX,Edison Int'l,-42.65%,AMAT,Applied Materials Inc,-82.45%,HBAN,Huntington Bancshares,-23.37%,MET,MetLife Inc.,-17.60%,FLIR,FLIR Systems,3.55%,CA,"CA, Inc.",-9.09%,JBL,Jabil Circuit,69.06%,AEP,American Electric Power,30.68%,MSI,Motorola Solutions Inc.,72.27%,IGT,International Game Technology,-3.84%,FOX,Twenty-First Century Fox Class B
332,48.77%,VAR,Varian Medical Systems,21.28%,WEC,Wec Energy Group Inc,2.03%,NOV,National Oilwell Varco Inc.,-5.15%,ROST,Ross Stores,1.40%,EMR,Emerson Electric Company,-19.07%,URBN,Urban Outfitters,3.42%,FOXA,Twenty-First Century Fox Class A,20.75%,WAT,Waters Corporation,51.42%,UAA,Under Armour,36.38%,HSY,The Hershey Company,78.12%,AYI,Acuity Brands Inc,-42.78%,ROK,Rockwell Automation Inc.,-83.07%,ODP,Office Depot Inc.,-23.44%,ANF,Abercrombie & Fitch,-18.09%,PBCT,People's United Financial,3.40%,VMC,Vulcan Materials,-11.04%,COTY,"Coty, Inc",68.99%,WEC,Wec Energy Group Inc,30.47%,ROK,Rockwell Automation Inc.,71.66%,CMS,CMS Energy,-4.24%,CSRA,CSRA Inc.
333,47.64%,LNT,Alliant Energy Corp,21.08%,QCOM,QUALCOMM Inc.,1.94%,XRAY,Dentsply Sirona,-5.37%,FHN,First Horizon,0.23%,SHW,Sherwin-Williams,-19.22%,AIG,"American International Group, Inc.",3.01%,COG,Cabot Oil & Gas,20.33%,CB,Chubb Corp,51.41%,SWK,Stanley Black & Decker,36.00%,JNJ,Johnson & Johnson,77.38%,GD,General Dynamics,-43.36%,SEE,Sealed Air,-83.42%,ZION,Zions Bancorp,-23.52%,LLY,Lilly (Eli) & Co.,-18.24%,SHLD,Sears Holding Corporation,3.12%,LUK,Leucadia National Corp.,-13.93%,DNR,Denbury Resources,68.82%,PDCO,Patterson Companies,30.12%,DGX,Quest Diagnostics,70.44%,BCR,Bard (C.R.) Inc.,-4.68%,BIIB,Biogen Inc.
334,47.44%,FOXA,Twenty-First Century Fox Class A,20.82%,MUR,Murphy Oil,1.74%,NI,NiSource Inc.,-5.68%,KO,Coca-Cola Company,-0.58%,EMN,Eastman Chemical,-19.52%,AMGN,Amgen Inc,2.97%,ABT,Abbott Laboratories,20.26%,KMB,Kimberly-Clark,51.28%,DIS,The Walt Disney Company,35.93%,FIS,Fidelity National Information Services,75.18%,PRU,Prudential Financial,-43.71%,MDT,Medtronic plc,-83.63%,KEY,KeyCorp,-24.09%,PWR,Quanta Services Inc.,-18.33%,CBOE,CBOE Holdings,2.45%,ADBE,Adobe Systems Inc,-14.83%,CTL,CenturyLink Inc,68.42%,GPN,Global Payments Inc,29.95%,PLD,Prologis,70.26%,LNT,Alliant Energy Corp,-5.50%,F,Ford Motor
335,46.31%,SUN,Sunoco Inc.,20.22%,CERN,Cerner,1.64%,SLG,SL Green Realty,-5.82%,WEC,Wec Energy Group Inc,-0.70%,SCG,SCANA Corp,-20.57%,FCX,Freeport-McMoRan Inc.,1.69%,AGN,"Allergan, Inc",19.47%,DTE,DTE Energy,51.19%,FTR,Frontier Communications,35.83%,AEE,Ameren Corp,74.34%,OKE,ONEOK,-43.83%,PDCO,Patterson Companies,-83.88%,RF,Regions Financial Corp.,-24.50%,PBI,Pitney Bowes Inc,-18.87%,HRB,Block H&R,0.94%,MDT,Medtronic plc,-15.63%,EXPD,Expeditors International,68.41%,ADI,"Analog Devices, Inc.",29.75%,KO,Coca-Cola Company,68.66%,EIX,Edison Int'l,-5.62%,UAL,United Continental Holdings
336,46.01%,ITT,ITT Corp.,20.10%,NOC,Northrop Grumman Corp.,1.56%,UPS,United Parcel Service,-5.95%,STI,SunTrust Banks,-1.15%,IR,Ingersoll-Rand PLC,-20.70%,ES,Eversource Energy,1.59%,L,Loews Corp.,19.34%,CMA,Comerica Inc.,50.72%,MS,Morgan Stanley,35.80%,PKI,PerkinElmer,73.25%,EMR,Emerson Electric Company,-43.88%,MTB,M&T Bank Corp.,-84.16%,MGM,MGM Resorts International,-25.26%,WY,Weyerhaeuser Corp.,-19.65%,AVP,Avon Products,0.70%,LVLT,Level 3 Communications,-18.42%,SVU,Supervalu Inc.,68.37%,HUM,Humana Inc.,29.29%,SRCL,Stericycle Inc,68.24%,ALGN,Align Technology,-5.87%,FOXA,Twenty-First Century Fox Class A
