,1995-2001,ticker,company,1996-2002,ticker,company,1997-2003,ticker,company,1998-2004,ticker,company,1999-2005,ticker,company,2000-2006,ticker,company,2001-2007,ticker,company,2002-2008,ticker,company,2003-2009,ticker,company,2004-2010,ticker,company,2005-2011,ticker,company,2006-2012,ticker,company,2007-2013,ticker,company,2008-2014,ticker,company,2009-2015,ticker,company,2010-2016,ticker,company,2011-2017,ticker,company,2012-2018,ticker,company
38,733.16%,PKI,PerkinElmer,452.51%,AMZN,Amazon.com Inc,260.04%,DRI,Darden Restaurants,306.03%,URBN,Urban Outfitters,404.40%,LEN,Lennar Corp.,484.14%,LH,Laboratory Corp. of America Holding,477.78%,SPG,Simon Property Group Inc,527.02%,CHK,Chesapeake Energy,270.04%,BLK,BlackRock,309.45%,CNX,Consol Energy,246.24%,FMC,FMC Corporation,190.14%,GWW,Grainger (W.W.) Inc.,203.15%,UNP,Union Pacific,267.49%,KSU,Kansas City Southern,618.81%,TJX,TJX Companies Inc.,327.66%,HUM,Humana Inc.,166.18%,APH,Amphenol Corp,362.11%,MAR,Marriott Int'l.
39,732.47%,USB,U.S. Bancorp,432.93%,IVZ,Invesco Ltd.,258.40%,JBL,Jabil Circuit,299.83%,EXPD,Expeditors International,394.48%,CNC,Centene Corporation,479.88%,PXD,Pioneer Natural Resources,451.57%,JBHT,J. B. Hunt Transport Services,524.47%,ESRX,Express Scripts,260.87%,WYNN,Wynn Resorts,308.29%,NUE,Nucor Corp.,241.95%,RHT,Red Hat Inc.,189.37%,ANSS,ANSYS,198.82%,AZO,AutoZone Inc,265.66%,CELG,Celgene Corp.,612.68%,BIIB,Biogen Inc.,318.73%,APTV,Aptiv Plc,166.15%,ICE,Intercontinental Exchange,357.32%,SCHW,Charles Schwab Corporation
40,705.72%,ADBE,Adobe Systems Inc,426.23%,TIF,Tiffany & Co.,255.60%,AMGN,Amgen Inc,285.80%,LLL,L-3 Communications Holdings,386.91%,LRCX,Lam Research,468.16%,MCO,Moody's Corp,442.78%,CBG,CBRE Group,518.01%,GME,GameStop,249.30%,AYI,Acuity Brands Inc,304.64%,NOV,National Oilwell Varco Inc.,236.55%,RRC,Range Resources Corp.,188.26%,CHD,Church & Dwight,196.72%,BIIB,Biogen Inc.,264.75%,HD,Home Depot,608.56%,ILMN,Illumina Inc,316.55%,TJX,TJX Companies Inc.,162.39%,COST,Costco Wholesale Corp.,355.51%,MPC,Marathon Petroleum
41,699.00%,SLM,SLM Corporation,425.10%,C,Citigroup Inc.,254.91%,FLIR,FLIR Systems,284.44%,INTU,Intuit,386.82%,APH,Amphenol Corp,455.43%,CELG,Celgene Corp.,440.75%,PCAR,PACCAR Inc.,491.73%,ATI,Allegheny Technologies,241.74%,EOG,EOG Resources,299.35%,AMT,American Tower Corp A,224.83%,ANSS,ANSYS,183.93%,CLF,Cliffs Natural Resources,193.03%,FAST,Fastenal Co,262.47%,FBHS,Fortune Brands Home & Security,602.10%,M,Macy's Inc.,312.46%,NKE,Nike,161.58%,GOOG,Alphabet Inc Class C,355.02%,AVY,Avery Dennison Corp
42,694.68%,AMZN,Amazon.com Inc,417.35%,SCHW,Charles Schwab Corporation,253.73%,LM,Legg Mason,283.25%,ADBE,Adobe Systems Inc,386.77%,EQT,EQT Corporation,451.85%,CTSH,Cognizant Technology Solutions,437.36%,MCO,Moody's Corp,482.49%,AKAM,Akamai Technologies Inc,236.81%,FMC,FMC Corporation,297.28%,CTSH,Cognizant Technology Solutions,217.90%,CHRW,C. H. Robinson Worldwide,182.42%,YUM,Yum! Brands Inc,193.02%,KSU,Kansas City Southern,262.26%,CMG,Chipotle Mexican Grill,598.89%,EXR,Extra Space Storage,306.53%,MO,Altria Group Inc,160.65%,TXN,Texas Instruments,354.72%,MHK,Mohawk Industries
43,688.52%,WBA,Walgreens Boots Alliance,416.54%,ADI,"Analog Devices, Inc.",252.74%,ROST,Ross Stores,279.75%,FOSL,Fossil Group,382.41%,ETN,Eaton Corporation,449.66%,FLIR,FLIR Systems,431.18%,DVA,DaVita,482.06%,MGM,MGM Resorts International,236.54%,ENDP,Endo International plc,277.76%,URBN,Urban Outfitters,208.09%,GOOGL,Alphabet Inc Class A,181.09%,INCY,Incyte,189.46%,ILMN,Illumina Inc,259.67%,DISCA,Discovery Communications,597.29%,AAL,American Airlines Group,304.22%,WYN,Wyndham Worldwide,160.15%,AON,Aon plc,353.07%,AET,Aetna Inc
44,683.45%,PFE,Pfizer Inc.,414.50%,MHK,Mohawk Industries,251.42%,TAP,Molson Coors Brewing Company,279.12%,BLK,BlackRock,379.34%,APA,Apache Corporation,449.07%,ABC,AmerisourceBergen Corp,426.15%,PBCT,People's United Financial,479.07%,CELG,Celgene Corp.,225.13%,DLR,Digital Realty,276.29%,EQIX,Equinix,204.06%,UNP,Union Pacific,180.95%,ADS,Alliance Data Systems,188.59%,JBHT,J. B. Hunt Transport Services,254.01%,SHW,Sherwin-Williams,591.66%,PKG,Packaging Corporation of America,297.17%,LEN,Lennar Corp.,158.65%,NKE,Nike,348.34%,HRS,Harris Corporation
45,677.85%,CB,Chubb Corp,413.05%,WMT,Wal-Mart Stores,242.82%,FITB,Fifth Third Bancorp,278.40%,JEC,Jacobs Engineering Group,378.68%,NVDA,Nvidia Corporation,438.38%,ATVI,Activision Blizzard,423.11%,DNR,Denbury Resources,460.07%,GILD,Gilead Sciences,222.42%,COG,Cabot Oil & Gas,258.68%,FLIR,FLIR Systems,203.61%,SWKS,Skyworks Solutions,180.38%,CSX,CSX Corp.,184.09%,AOS,A.O. Smith,252.15%,CRM,Salesforce.com,579.96%,JWN,Nordstrom,293.18%,DFS,Discover Financial Services,154.15%,DLR,Digital Realty,343.65%,FISV,Fiserv Inc
46,664.98%,JNPR,Juniper Networks,411.57%,OMC,Omnicom Group,241.78%,TJX,TJX Companies Inc.,277.12%,MCHP,Microchip Technology,371.78%,PHM,Pulte Homes Inc.,434.44%,ANDV,Andeavor,421.98%,ODP,Office Depot Inc.,455.25%,BLK,BlackRock,221.78%,SRCL,Stericycle Inc,253.94%,CCI,Crown Castle International Corp.,203.57%,ICE,Intercontinental Exchange,178.47%,WYNN,Wynn Resorts,180.38%,PXD,Pioneer Natural Resources,250.62%,ADS,Alliance Data Systems,578.68%,SBAC,SBA Communications,292.86%,GRA,W.R. Grace,153.48%,EBAY,eBay,342.23%,VRTX,Vertex Pharmaceuticals Inc
47,662.93%,ZION,Zions Bancorp,411.06%,MS,Morgan Stanley,241.57%,APH,Amphenol Corp,271.84%,DNB,Dun & Bradstreet,356.22%,VLO,Valero Energy,427.42%,ADSK,Autodesk Inc,416.88%,PCLN,Priceline.com Inc,450.79%,VTR,Ventas Inc,212.95%,EIX,Edison Int'l,248.43%,SHLD,Sears Holding Corporation,198.53%,AZO,AutoZone Inc,178.27%,KSU,Kansas City Southern,179.61%,SWKS,Skyworks Solutions,245.40%,OKE,ONEOK,576.63%,ROST,Ross Stores,291.48%,EFX,Equifax Inc.,nan%,TEG,Integrys Energy Group Inc.,335.19%,EXR,Extra Space Storage
48,662.91%,INTC,Intel Corp.,408.82%,LM,Legg Mason,240.57%,DNB,Dun & Bradstreet,263.56%,BLL,Ball Corp,351.21%,CHRW,C. H. Robinson Worldwide,423.75%,ESRX,Express Scripts,414.93%,PSA,Public Storage,444.70%,ADSK,Autodesk Inc,206.61%,GOOGL,Alphabet Inc Class A,248.06%,CXO,Concho Resources,194.70%,MTD,Mettler Toledo,177.37%,VFC,V.F. Corp.,177.79%,ORLY,O'Reilly Automotive,237.72%,ABC,AmerisourceBergen Corp,572.67%,CERN,Cerner,288.37%,LUV,Southwest Airlines,1018.15%,REGN,Regeneron,331.52%,RF,Regions Financial Corp.
49,661.76%,TJX,TJX Companies Inc.,407.41%,ORLY,O'Reilly Automotive,237.64%,TPR,"Tapestry, Inc.",257.15%,CHRW,C. H. Robinson Worldwide,344.44%,SBUX,Starbucks Corp.,418.83%,LM,Legg Mason,396.98%,SYMC,Symantec Corp.,432.49%,LKQ,LKQ Corporation,206.00%,BCR,Bard (C.R.) Inc.,239.41%,FMC,FMC Corporation,193.01%,NBL,Noble Energy Inc,173.31%,ALB,Albemarle Corp,176.02%,AME,AMETEK Inc,236.00%,SWKS,Skyworks Solutions,563.11%,FOSL,Fossil Group,287.39%,VFC,V.F. Corp.,658.21%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,329.89%,EXPE,Expedia Inc.
50,659.01%,AMAT,Applied Materials Inc,395.87%,XLNX,Xilinx Inc,237.35%,LLL,L-3 Communications Holdings,255.79%,HOG,Harley-Davidson,341.07%,MUR,Murphy Oil,407.36%,EQT,EQT Corporation,394.50%,NVDA,Nvidia Corporation,430.74%,NUE,Nucor Corp.,204.59%,GRA,W.R. Grace,237.99%,CHRW,C. H. Robinson Worldwide,190.64%,APH,Amphenol Corp,171.32%,DISCA,Discovery Communications,175.91%,INCY,Incyte,235.50%,KORS,Michael Kors Holdings,559.38%,KSU,Kansas City Southern,283.65%,PPG,PPG Industries,nan%,APOL,Apollo Group Inc.,326.89%,MA,Mastercard Inc.
51,655.43%,NE,Noble Corp,395.38%,HD,Home Depot,232.77%,STZ,Constellation Brands,255.76%,ORCL,Oracle Corp.,339.59%,EA,Electronic Arts,395.01%,SBUX,Starbucks Corp.,385.77%,ADS,Alliance Data Systems,421.10%,PCAR,PACCAR Inc.,201.40%,DVA,DaVita,236.23%,HOLX,Hologic,182.52%,MCD,McDonald's Corp.,167.26%,IT,Gartner Inc,175.31%,MOS,The Mosaic Company,229.97%,UHS,"Universal Health Services, Inc.",548.92%,MAC,Macerich,279.32%,LSI,LSI Corporation,554.11%,ALK,Alaska Air Group Inc,324.67%,TSN,Tyson Foods
52,635.00%,LM,Legg Mason,391.24%,STT,State Street Corp.,232.49%,EA,Electronic Arts,253.26%,SYY,Sysco Corp.,332.70%,OXY,Occidental Petroleum,392.28%,MAC,Macerich,372.47%,OXY,Occidental Petroleum,418.22%,AYI,Acuity Brands Inc,201.35%,X,United States Steel Corporation,234.60%,NBL,Noble Energy Inc,180.65%,AMT,American Tower Corp A,166.87%,LB,L Brands Inc.,173.92%,SHW,Sherwin-Williams,228.29%,COO,The Cooper Companies,546.29%,MNST,Monster Beverage,277.31%,FISV,Fiserv Inc,505.50%,INCY,Incyte,322.14%,SPGI,"S&P Global, Inc."
53,630.28%,INCY,Incyte,390.76%,SLM,SLM Corporation,228.38%,SWKS,Skyworks Solutions,251.81%,FLIR,FLIR Systems,325.72%,EOG,EOG Resources,391.04%,PGR,Progressive Corp.,362.54%,REG,Regency Centers Corporation,418.03%,COG,Cabot Oil & Gas,200.04%,CTSH,Cognizant Technology Solutions,225.39%,ATVI,Activision Blizzard,180.39%,BWA,BorgWarner,166.39%,CERN,Cerner,173.55%,EQIX,Equinix,226.45%,GILD,Gilead Sciences,546.06%,PVH,PVH Corp.,275.84%,ATVI,Activision Blizzard,414.74%,ANDV,Andeavor,317.95%,FBHS,Fortune Brands Home & Security
54,626.25%,CTSH,Cognizant Technology Solutions,380.00%,SWKS,Skyworks Solutions,223.34%,LH,Laboratory Corp. of America Holding,247.91%,WAT,Waters Corporation,323.52%,FL,Foot Locker Inc,384.83%,SPG,Simon Property Group Inc,362.01%,X,United States Steel Corporation,405.64%,LUK,Leucadia National Corp.,199.47%,PSA,Public Storage,196.98%,GILD,Gilead Sciences,179.68%,CTXS,Citrix Systems,166.12%,TSCO,Tractor Supply Company,172.39%,LYB,LyondellBasell,224.09%,GWW,Grainger (W.W.) Inc.,544.15%,AMP,Ameriprise Financial,275.52%,AAPL,Apple Inc.,408.88%,MNST,Monster Beverage,317.70%,CDNS,Cadence Design Systems
55,613.60%,AFL,AFLAC Inc,378.97%,LEN,Lennar Corp.,222.31%,LUV,Southwest Airlines,245.64%,SBUX,Starbucks Corp.,312.58%,BLL,Ball Corp,378.06%,FRT,Federal Realty Investment Trust,359.67%,ENDP,Endo International plc,403.91%,ILMN,Illumina Inc,198.90%,MRO,Marathon Oil Corp.,194.38%,PBCT,People's United Financial,179.34%,HAS,Hasbro Inc.,165.99%,NFLX,Netflix Inc.,171.76%,EMN,Eastman Chemical,218.58%,FFIV,F5 Networks,536.08%,RCL,Royal Caribbean Cruises Ltd,275.35%,ROP,Roper Technologies,378.11%,AAL,American Airlines Group,316.59%,ALL,Allstate Corp
56,611.64%,ALXN,Alexion Pharmaceuticals,378.09%,FISV,Fiserv Inc,222.04%,PHM,Pulte Homes Inc.,244.65%,COF,Capital One Financial,307.28%,PVH,PVH Corp.,373.64%,AME,AMETEK Inc,358.92%,GOOGL,Alphabet Inc Class A,400.98%,PBCT,People's United Financial,197.70%,DVN,Devon Energy,192.69%,MCD,McDonald's Corp.,178.18%,DNR,Denbury Resources,165.89%,SRCL,Stericycle Inc,163.56%,FFIV,F5 Networks,217.65%,CMCSA,Comcast Corp.,535.93%,VFC,V.F. Corp.,271.12%,PRGO,Perrigo,364.09%,URI,"United Rentals, Inc.",315.13%,TMO,Thermo Fisher Scientific
57,610.45%,CI,CIGNA Corp.,376.24%,TXN,Texas Instruments,220.38%,TGT,Target Corp.,243.67%,KMX,Carmax Inc,303.62%,PXD,Pioneer Natural Resources,370.60%,SLG,SL Green Realty,358.92%,GOOG,Alphabet Inc Class C,395.50%,OI,Owens-Illinois,192.61%,GLW,Corning Inc.,191.90%,APH,Amphenol Corp,174.88%,FOSL,Fossil Group,165.57%,MTD,Mettler Toledo,159.87%,CHD,Church & Dwight,215.36%,MAT,Mattel Inc.,535.72%,PPG,PPG Industries,268.83%,PSA,Public Storage,355.13%,CTAS,Cintas Corporation,313.37%,MTD,Mettler Toledo
58,605.92%,FITB,Fifth Third Bancorp,374.67%,NTRS,Northern Trust Corp.,216.12%,ORLY,O'Reilly Automotive,231.28%,LRCX,Lam Research,301.42%,GGP,General Growth Properties Inc.,363.96%,RE,Everest Re,357.58%,PVH,PVH Corp.,395.39%,JBHT,J. B. Hunt Transport Services,185.87%,TROW,T. Rowe Price Group,188.73%,EW,Edwards Lifesciences,174.04%,HOLX,Hologic,157.24%,FLS,Flowserve Corporation,157.64%,SBAC,SBA Communications,213.04%,LKQ,LKQ Corporation,526.61%,ORLY,O'Reilly Automotive,263.99%,AET,Aetna Inc,346.15%,LMT,Lockheed Martin Corp.,312.16%,LNC,Lincoln National
59,600.48%,OMC,Omnicom Group,368.94%,FITB,Fifth Third Bancorp,215.85%,HRB,Block H&R,230.02%,ADI,"Analog Devices, Inc.",298.99%,PDCO,Patterson Companies,362.44%,DNB,Dun & Bradstreet,355.38%,VNO,Vornado Realty Trust,390.45%,ICE,Intercontinental Exchange,185.56%,APA,Apache Corporation,186.11%,ICE,Intercontinental Exchange,173.80%,BLK,BlackRock,155.52%,DE,Deere & Co.,157.52%,EXR,Extra Space Storage,208.68%,MYL,Mylan N.V.,522.51%,STZ,Constellation Brands,263.75%,EW,Edwards Lifesciences,326.71%,DFS,Discover Financial Services,312.02%,CRM,Salesforce.com
60,598.77%,DLTR,Dollar Tree,365.79%,WBA,Walgreens Boots Alliance,215.11%,UHS,"Universal Health Services, Inc.",227.76%,EXC,Exelon Corp.,297.20%,GPN,Global Payments Inc,361.76%,CERN,Cerner,333.50%,LSI,LSI Corporation,378.57%,MRO,Marathon Oil Corp.,180.21%,FRT,Federal Realty Investment Trust,185.48%,PWR,Quanta Services Inc.,172.55%,DISCA,Discovery Communications,153.84%,CTSH,Cognizant Technology Solutions,154.45%,YUM,Yum! Brands Inc,206.03%,MNST,Monster Beverage,515.05%,MA,Mastercard Inc.,262.44%,LMT,Lockheed Martin Corp.,309.17%,GILD,Gilead Sciences,311.57%,TSS,Total System Services
61,595.42%,GLW,Corning Inc.,356.89%,PDCO,Patterson Companies,214.50%,NTAP,NetApp,226.51%,NFLX,Netflix Inc.,297.10%,JBHT,J. B. Hunt Transport Services,358.55%,CNC,Centene Corporation,332.90%,AYI,Acuity Brands Inc,376.35%,DVN,Devon Energy,180.00%,PRGO,Perrigo,176.45%,OI,Owens-Illinois,171.15%,RMD,ResMed,153.58%,RL,Polo Ralph Lauren Corp.,153.99%,LB,L Brands Inc.,201.75%,TRIP,TripAdvisor,513.64%,UHS,"Universal Health Services, Inc.",262.20%,LOW,Lowe's Cos.,274.30%,VLO,Valero Energy,311.55%,CME,CME Group Inc.
62,587.17%,LVLT,Level 3 Communications,349.02%,SYK,Stryker Corp.,211.79%,FISV,Fiserv Inc,225.64%,AAPL,Apple Inc.,294.28%,DNB,Dun & Bradstreet,351.90%,MO,Altria Group Inc,332.53%,HCN,Welltower Inc.,371.08%,APA,Apache Corporation,179.59%,HAS,Hasbro Inc.,169.42%,VTR,Ventas Inc,169.99%,SLB,Schlumberger Ltd.,149.92%,ORLY,O'Reilly Automotive,153.37%,PPG,PPG Industries,200.14%,UNP,Union Pacific,506.99%,UAL,United Continental Holdings,252.92%,DIS,The Walt Disney Company,267.58%,RTN,Raytheon Co.,311.24%,DHI,D. R. Horton
63,583.87%,RHI,Robert Half International,347.21%,DF,Dean Foods,207.39%,MMC,Marsh & McLennan,221.73%,GGP,General Growth Properties Inc.,292.87%,ESS,"Essex Property Trust, Inc.",346.39%,IDXX,IDEXX Laboratories,331.55%,UDR,UDR Inc,370.36%,MA,Mastercard Inc.,178.61%,AET,Aetna Inc,168.88%,DVN,Devon Energy,169.94%,KSU,Kansas City Southern,147.68%,IBM,International Business Machines,150.62%,CCE,Coca-Cola Enterprises,200.00%,MU,Micron Technology,505.21%,AMZN,Amazon.com Inc,252.16%,IPG,Interpublic Group,265.60%,MO,Altria Group Inc,308.08%,APH,Amphenol Corp
64,577.77%,ROST,Ross Stores,342.03%,EA,Electronic Arts,203.96%,DHI,D. R. Horton,221.55%,MHK,Mohawk Industries,291.26%,LUK,Leucadia National Corp.,345.96%,OXY,Occidental Petroleum,328.55%,CNC,Centene Corporation,369.93%,FRT,Federal Realty Investment Trust,177.57%,ADSK,Autodesk Inc,166.83%,PRGO,Perrigo,168.62%,MON,Monsanto Co.,147.63%,FAST,Fastenal Co,150.13%,HP,Helmerich & Payne,199.29%,AAP,Advance Auto Parts,503.36%,CCE,Coca-Cola Enterprises,247.52%,GGP,General Growth Properties Inc.,263.40%,TJX,TJX Companies Inc.,298.26%,BCR,Bard (C.R.) Inc.
65,567.79%,TIF,Tiffany & Co.,341.18%,AJG,Arthur J. Gallagher & Co.,201.38%,JEC,Jacobs Engineering Group,220.52%,BSX,Boston Scientific,291.00%,MAC,Macerich,345.44%,PBCT,People's United Financial,327.88%,AET,Aetna Inc,367.39%,EOG,EOG Resources,176.32%,YUM,Yum! Brands Inc,164.82%,APA,Apache Corporation,168.24%,ORLY,O'Reilly Automotive,144.75%,EQIX,Equinix,148.52%,MTD,Mettler Toledo,197.72%,STZ,Constellation Brands,502.31%,ANDV,Andeavor,247.41%,CDNS,Cadence Design Systems,262.34%,HBI,Hanesbrands Inc,294.12%,TXN,Texas Instruments
66,561.68%,SBUX,Starbucks Corp.,333.92%,INTC,Intel Corp.,200.40%,OMC,Omnicom Group,218.63%,GPN,Global Payments Inc,290.34%,UDR,UDR Inc,344.42%,WDC,Western Digital,324.25%,MGM,MGM Resorts International,364.39%,NBL,Noble Energy Inc,173.27%,AON,Aon plc,160.37%,SLB,Schlumberger Ltd.,166.45%,IT,Gartner Inc,143.87%,NKE,Nike,147.98%,RRC,Range Resources Corp.,197.53%,CTSH,Cognizant Technology Solutions,497.25%,V,Visa Inc.,240.92%,HBAN,Huntington Bancshares,241.50%,KR,Kroger Co.,289.43%,FIS,Fidelity National Information Services
67,547.76%,LUV,Southwest Airlines,331.06%,ORCL,Oracle Corp.,199.75%,WBA,Walgreens Boots Alliance,218.06%,TWX,Time Warner Inc.,289.41%,SLG,SL Green Realty,344.01%,APA,Apache Corporation,322.38%,SRCL,Stericycle Inc,358.36%,AME,AMETEK Inc,172.85%,AES,AES Corp,156.56%,APC,Anadarko Petroleum Corp,163.90%,EOG,EOG Resources,142.86%,OXY,Occidental Petroleum,146.98%,BWA,BorgWarner,192.92%,AAPL,Apple Inc.,496.35%,CMI,Cummins Inc.,237.53%,BMY,Bristol-Myers Squibb,238.83%,IDXX,IDEXX Laboratories,286.40%,LYB,LyondellBasell
68,545.97%,AIG,"American International Group, Inc.",329.88%,USB,U.S. Bancorp,194.51%,AFL,AFLAC Inc,209.87%,PCAR,PACCAR Inc.,286.94%,ROK,Rockwell Automation Inc.,336.96%,COG,Cabot Oil & Gas,317.30%,KIM,Kimco Realty,356.75%,ATVI,Activision Blizzard,171.59%,NBL,Noble Energy Inc,155.64%,AMZN,Amazon.com Inc,163.40%,CCI,Crown Castle International Corp.,140.57%,MO,Altria Group Inc,146.94%,OKE,ONEOK,190.52%,FMC,FMC Corporation,486.06%,CF,CF Industries Holdings Inc,230.59%,MCK,McKesson Corp.,236.88%,SNA,Snap-On Inc.,284.53%,STI,SunTrust Banks
69,535.51%,LLY,Lilly (Eli) & Co.,326.82%,CSCO,Cisco Systems,194.45%,MTB,M&T Bank Corp.,207.00%,SLM,SLM Corporation,285.46%,REG,Regency Centers Corporation,336.62%,PCAR,PACCAR Inc.,315.81%,BLL,Ball Corp,350.29%,NRG,NRG Energy,171.47%,AMZN,Amazon.com Inc,154.22%,OKE,ONEOK,161.92%,COG,Cabot Oil & Gas,140.43%,NBL,Noble Energy Inc,146.61%,SRCL,Stericycle Inc,190.39%,HSY,The Hershey Company,483.17%,CTSH,Cognizant Technology Solutions,229.82%,NWL,Newell Brands,234.47%,ADBE,Adobe Systems Inc,280.63%,DHR,Danaher Corp.
70,532.23%,BBBY,Bed Bath & Beyond,326.42%,MMC,Marsh & McLennan,193.67%,SPGI,"S&P Global, Inc.",206.13%,ETN,Eaton Corporation,284.46%,NE,Noble Corp,335.15%,REG,Regency Centers Corporation,314.57%,AZO,AutoZone Inc,349.84%,AMT,American Tower Corp A,170.22%,CVX,Chevron Corp.,151.66%,RMD,ResMed,160.60%,ROP,Roper Technologies,135.63%,DISCK,Discovery Communications,146.31%,NOV,National Oilwell Varco Inc.,187.82%,SIG,Signet Jewelers,472.44%,IPG,Interpublic Group,226.98%,AME,AMETEK Inc,228.55%,DISH,Dish Network,275.57%,IR,Ingersoll-Rand PLC
71,530.57%,CDNS,Cadence Design Systems,321.32%,RJF,Raymond James Financial Inc.,192.69%,COO,The Cooper Companies,203.50%,CHD,Church & Dwight,281.06%,FCX,Freeport-McMoRan Inc.,331.24%,BLL,Ball Corp,309.69%,MON,Monsanto Co.,349.79%,FOSL,Fossil Group,160.24%,SUN,Sunoco Inc.,149.08%,TROW,T. Rowe Price Group,158.12%,GRA,W.R. Grace,135.45%,BIIB,Biogen Inc.,145.85%,DLR,Digital Realty,185.98%,EW,Edwards Lifesciences,470.73%,FFIV,F5 Networks,226.89%,IFF,Intl Flavors & Fragrances,217.08%,MAS,Masco Corp.,273.13%,ANTM,Anthem Inc.
72,528.53%,COO,The Cooper Companies,320.68%,MDT,Medtronic plc,190.06%,AMAT,Applied Materials Inc,203.12%,KLAC,KLA-Tencor Corp.,279.93%,NBR,Nabors Industries,325.37%,SLM,SLM Corporation,308.07%,AME,AMETEK Inc,338.44%,ROK,Rockwell Automation Inc.,159.41%,XOM,Exxon Mobil Corp.,148.73%,MTD,Mettler Toledo,157.93%,VTR,Ventas Inc,133.22%,SBAC,SBA Communications,144.58%,CTXS,Citrix Systems,185.71%,FOSL,Fossil Group,469.97%,MYL,Mylan N.V.,225.30%,PKG,Packaging Corporation of America,205.21%,NDAQ,"Nasdaq, Inc.",272.60%,LOW,Lowe's Cos.
73,525.67%,GE,General Electric,310.14%,CB,Chubb Corp,189.98%,PAYX,Paychex Inc.,202.50%,ROST,Ross Stores,275.05%,CNX,Consol Energy,321.60%,WYNN,Wynn Resorts,307.30%,STZ,Constellation Brands,321.83%,TSCO,Tractor Supply Company,159.13%,SHLD,Sears Holding Corporation,148.18%,NSC,Norfolk Southern Corp.,156.84%,AME,AMETEK Inc,131.11%,AME,AMETEK Inc,141.32%,MCD,McDonald's Corp.,180.09%,JCI,Johnson Controls Inc,464.12%,MCK,McKesson Corp.,224.27%,DG,Dollar General,204.68%,HRL,Hormel Foods Corp.,271.52%,MSFT,Microsoft Corp.
74,524.73%,TROW,T. Rowe Price Group,309.58%,PFE,Pfizer Inc.,188.23%,CHD,Church & Dwight,197.96%,AMAT,Applied Materials Inc,272.85%,MCO,Moody's Corp,317.66%,JEC,Jacobs Engineering Group,307.16%,IGT,International Game Technology,312.35%,GGP,General Growth Properties Inc.,156.24%,PCAR,PACCAR Inc.,147.26%,AME,AMETEK Inc,154.25%,PXD,Pioneer Natural Resources,130.18%,HCN,Welltower Inc.,138.88%,RHT,Red Hat Inc.,178.10%,PKG,Packaging Corporation of America,461.11%,UNP,Union Pacific,223.62%,COST,Costco Wholesale Corp.,203.79%,ALXN,Alexion Pharmaceuticals,266.85%,HIG,Hartford Financial Svc.Gp.
75,520.39%,COST,Costco Wholesale Corp.,307.63%,CMCSA,Comcast Corp.,187.03%,CHRW,C. H. Robinson Worldwide,195.73%,AFL,AFLAC Inc,271.19%,ADSK,Autodesk Inc,316.90%,MUR,Murphy Oil,307.00%,BBY,Best Buy Co. Inc.,311.81%,EXC,Exelon Corp.,154.86%,ADM,Archer-Daniels-Midland Co,147.17%,WYNN,Wynn Resorts,153.60%,IDXX,IDEXX Laboratories,129.90%,PSA,Public Storage,137.31%,IDXX,IDEXX Laboratories,177.39%,CCE,Coca-Cola Enterprises,457.60%,AXP,American Express Co,223.01%,MTD,Mettler Toledo,202.80%,GPN,Global Payments Inc,265.26%,CMCSA,Comcast Corp.
76,514.66%,RJF,Raymond James Financial Inc.,307.44%,IRM,Iron Mountain Incorporated,186.81%,WAT,Waters Corporation,195.12%,JBHT,J. B. Hunt Transport Services,269.21%,ADS,Alliance Data Systems,316.74%,PVH,PVH Corp.,305.09%,ANF,Abercrombie & Fitch,311.29%,IDXX,IDEXX Laboratories,154.54%,APH,Amphenol Corp,143.41%,JWN,Nordstrom,151.11%,BIG,Big Lots Inc.,129.35%,RRC,Range Resources Corp.,132.62%,GILD,Gilead Sciences,176.05%,CBS,CBS Corp.,457.58%,EMN,Eastman Chemical,215.57%,TSS,Total System Services,202.16%,DIS,The Walt Disney Company,262.96%,PCLN,Priceline.com Inc
77,507.16%,AXP,American Express Co,305.15%,CAH,Cardinal Health,185.78%,ETN,Eaton Corporation,193.83%,AZO,AutoZone Inc,267.67%,VTR,Ventas Inc,313.45%,GOOGL,Alphabet Inc Class A,299.21%,ROK,Rockwell Automation Inc.,306.63%,SLB,Schlumberger Ltd.,153.20%,EXC,Exelon Corp.,141.55%,NVDA,Nvidia Corporation,150.54%,CNX,Consol Energy,128.69%,HCP,HCP Inc.,131.44%,NKE,Nike,173.22%,BBBY,Bed Bath & Beyond,450.95%,IP,International Paper,213.35%,CAH,Cardinal Health,200.94%,FB,"Facebook, Inc.",258.31%,MS,Morgan Stanley
78,502.79%,HOG,Harley-Davidson,302.88%,GILD,Gilead Sciences,185.25%,ECL,Ecolab,193.79%,ORLY,O'Reilly Automotive,265.37%,LM,Legg Mason,313.45%,GOOG,Alphabet Inc Class C,298.92%,BLK,BlackRock,306.33%,AKS,AK Steel Holding Corp.,152.37%,TPR,"Tapestry, Inc.",138.26%,HPQ,HP Inc.,149.74%,ABC,AmerisourceBergen Corp,127.41%,ROP,Roper Technologies,130.79%,ROP,Roper Technologies,168.91%,RHT,Red Hat Inc.,447.48%,ABC,AmerisourceBergen Corp,212.10%,TMK,Torchmark Corp.,195.61%,ADP,Automatic Data Processing,258.30%,PKI,PerkinElmer
