,1995-2000,ticker,company,1996-2001,ticker,company,1997-2002,ticker,company,1998-2003,ticker,company,1999-2004,ticker,company,2000-2005,ticker,company,2001-2006,ticker,company,2002-2007,ticker,company,2003-2008,ticker,company,2004-2009,ticker,company,2005-2010,ticker,company,2006-2011,ticker,company,2007-2012,ticker,company,2008-2013,ticker,company,2009-2014,ticker,company,2010-2015,ticker,company,2011-2016,ticker,company,2012-2017,ticker,company,2013-2018,ticker,company
288,76.11%,TRV,The Travelers Companies Inc.,59.77%,NBL,Noble Energy Inc,48.81%,NEE,NextEra Energy,6.05%,HIG,Hartford Financial Svc.Gp.,31.18%,K,Kellogg Co.,54.32%,TAP,Molson Coors Brewing Company,58.39%,TMK,Torchmark Corp.,73.49%,NBR,Nabors Industries,175.61%,RCL,Royal Caribbean Cruises Ltd,-55.00%,BAC,Bank of America Corp,-30.54%,VIAB,Viacom Inc.,-3.52%,VIAB,Viacom Inc.,9.47%,UNM,Unum Group,-12.55%,MU,Micron Technology,65.47%,BCR,Bard (C.R.) Inc.,48.01%,PBI,Pitney Bowes Inc,11.93%,QCOM,QUALCOMM Inc.,-85.78%,CLF,Cliffs Natural Resources,64.75%,JCI,Johnson Controls Inc
289,75.90%,AMT,American Tower Corp A,59.29%,ED,Consolidated Edison,48.60%,GPC,Genuine Parts,6.05%,KMB,Kimberly-Clark,31.00%,LMT,Lockheed Martin Corp.,53.19%,SNA,Snap-On Inc.,58.31%,GME,GameStop,72.91%,AN,AutoNation Inc,155.46%,CB,Chubb Corp,-55.16%,CMA,Comerica Inc.,-31.50%,STZ,Constellation Brands,-4.29%,SYMC,Symantec Corp.,8.38%,JWN,Nordstrom,-13.39%,NUE,Nucor Corp.,65.42%,NDAQ,"Nasdaq, Inc.",44.17%,LH,Laboratory Corp. of America Holding,11.86%,AKAM,Akamai Technologies Inc,nan%,BHF,Brighthouse Financial Inc,64.30%,ADM,Archer-Daniels-Midland Co
290,75.71%,A,Agilent Technologies Inc,57.75%,INTU,Intuit,47.55%,CVS,CVS Health,5.79%,EL,Estee Lauder Cos.,30.44%,MRO,Marathon Oil Corp.,52.41%,ABT,Abbott Laboratories,57.96%,USB,U.S. Bancorp,72.51%,ZION,Zions Bancorp,155.01%,APD,Air Products & Chemicals Inc,-55.47%,VIAB,Viacom Inc.,-32.46%,ALL,Allstate Corp,-4.48%,MET,MetLife Inc.,7.74%,MYL,Mylan N.V.,-13.55%,SEE,Sealed Air,64.82%,WM,Waste Management Inc.,43.80%,PPL,PPL Corp.,10.99%,COP,ConocoPhillips,891.11%,DXC,DXC Technology,63.84%,ETR,Entergy Corp.
291,75.02%,CNP,CenterPoint Energy,56.85%,XEL,Xcel Energy Inc,46.70%,SBAC,SBA Communications,5.20%,SRE,Sempra Energy,30.40%,COL,Rockwell Collins,52.40%,VMC,Vulcan Materials,57.29%,NOC,Northrop Grumman Corp.,71.50%,EFX,Equifax Inc.,151.94%,BHGE,"Baker Hughes, a GE Company",-56.78%,HBAN,Huntington Bancshares,-32.92%,TEL,TE Connectivity Ltd.,-4.49%,URI,"United Rentals, Inc.",7.18%,BCR,Bard (C.R.) Inc.,-15.20%,FLR,Fluor Corp.,64.06%,KR,Kroger Co.,42.45%,BAX,Baxter International Inc.,10.58%,CTXS,Citrix Systems,562.70%,AVGO,Broadcom,63.80%,LEN,Lennar Corp.
292,73.33%,JEC,Jacobs Engineering Group,56.05%,PBI,Pitney Bowes Inc,46.46%,PLD,Prologis,4.07%,CHK,Chesapeake Energy,30.24%,AIG,"American International Group, Inc.",52.33%,LUV,Southwest Airlines,56.53%,CVX,Chevron Corp.,70.34%,D,Dominion Energy,148.89%,IR,Ingersoll-Rand PLC,-56.79%,EBAY,eBay,-33.01%,ADSK,Autodesk Inc,-4.77%,CME,CME Group Inc.,6.84%,EIX,Edison Int'l,-15.34%,LLL,L-3 Communications Holdings,62.16%,LLY,Lilly (Eli) & Co.,41.89%,CHRW,C. H. Robinson Worldwide,10.52%,FE,FirstEnergy Corp,536.38%,DAL,Delta Air Lines,62.67%,FOXA,Twenty-First Century Fox Class A
293,73.20%,OKE,ONEOK,54.57%,VFC,V.F. Corp.,46.38%,COG,Cabot Oil & Gas,3.70%,UNP,Union Pacific,30.17%,FLS,Flowserve Corporation,52.19%,AMD,Advanced Micro Devices,54.78%,DGX,Quest Diagnostics,70.25%,EW,Edwards Lifesciences,141.50%,GD,General Dynamics,-57.29%,TEL,TE Connectivity Ltd.,-34.71%,SIG,Signet Jewelers,-4.79%,EFX,Equifax Inc.,6.57%,TMK,Torchmark Corp.,-15.68%,GM,General Motors,59.39%,PWR,Quanta Services Inc.,41.72%,SLB,Schlumberger Ltd.,10.14%,C,Citigroup Inc.,514.19%,LUV,Southwest Airlines,62.45%,GIS,General Mills
294,73.09%,BWA,BorgWarner,54.48%,DWDP,DowDuPont,45.99%,FAST,Fastenal Co,3.46%,BWA,BorgWarner,29.65%,NEE,NextEra Energy,51.88%,NE,Noble Corp,54.10%,PBI,Pitney Bowes Inc,69.48%,TMK,Torchmark Corp.,139.55%,XEC,Cimarex Energy,-57.52%,RCL,Royal Caribbean Cruises Ltd,-35.27%,WYN,Wyndham Worldwide,-4.98%,ANF,Abercrombie & Fitch,6.39%,XYL,Xylem Inc.,-15.73%,MSFT,Microsoft Corp.,56.38%,ANF,Abercrombie & Fitch,40.86%,ZTS,Zoetis,8.81%,NUE,Nucor Corp.,403.44%,CHTR,Charter Communications,62.21%,WMT,Wal-Mart Stores
295,72.82%,MRO,Marathon Oil Corp.,54.25%,PSA,Public Storage,45.61%,MRO,Marathon Oil Corp.,2.72%,FIS,Fidelity National Information Services,29.40%,HRS,Harris Corporation,51.80%,TSS,Total System Services,53.66%,TSN,Tyson Foods,69.29%,IT,Gartner Inc,134.12%,VMC,Vulcan Materials,-59.46%,MYL,Mylan N.V.,-36.12%,SUN,Sunoco Inc.,-4.99%,PAYX,Paychex Inc.,6.31%,KMI,Kinder Morgan,-15.79%,PBCT,People's United Financial,56.38%,ABBV,AbbVie Inc.,39.80%,IQV,IQVIA,5.92%,CXO,Concho Resources,346.47%,AYI,Acuity Brands Inc,61.95%,CAH,Cardinal Health
296,72.23%,PPL,PPL Corp.,53.91%,MCD,McDonald's Corp.,45.03%,BWA,BorgWarner,2.62%,LVLT,Level 3 Communications,28.60%,PPG,PPG Industries,51.75%,EMN,Eastman Chemical,53.60%,CA,"CA, Inc.",68.43%,FOXA,Twenty-First Century Fox Class A,134.09%,HCN,Welltower Inc.,-59.95%,AAL,American Airlines Group,-36.35%,PFG,Principal Financial Group,-5.01%,TER,Teradyne,6.24%,MRK,Merck & Co.,-16.42%,LRCX,Lam Research,55.92%,HRB,Block H&R,39.65%,NBL,Noble Energy Inc,5.57%,GLW,Corning Inc.,326.80%,HCA,HCA Holdings,61.22%,CBS,CBS Corp.
297,71.38%,GGP,General Growth Properties Inc.,53.69%,MCK,McKesson Corp.,45.00%,LEG,Leggett & Platt,2.22%,AYI,Acuity Brands Inc,28.28%,HUM,Humana Inc.,50.88%,GWW,Grainger (W.W.) Inc.,52.75%,WY,Weyerhaeuser Corp.,68.37%,EXR,Extra Space Storage,117.11%,A,Agilent Technologies Inc,-60.92%,KLAC,KLA-Tencor Corp.,-36.55%,M,Macy's Inc.,-5.07%,CCL,Carnival Corp.,6.18%,GPS,Gap Inc.,-16.51%,TSS,Total System Services,55.55%,RSG,Republic Services Inc,37.93%,EVHC,Envision Healthcare,4.55%,IBM,International Business Machines,308.61%,ETFC,E*Trade,60.81%,MRK,Merck & Co.
298,70.34%,IT,Gartner Inc,53.47%,BAC,Bank of America Corp,44.81%,FFIV,F5 Networks,2.16%,NI,NiSource Inc.,27.23%,CINF,Cincinnati Financial,49.95%,FIS,Fidelity National Information Services,52.15%,MCK,McKesson Corp.,68.01%,EA,Electronic Arts,112.81%,AEP,American Electric Power,-62.64%,DISH,Dish Network,-36.90%,CTAS,Cintas Corporation,-5.15%,TSS,Total System Services,6.14%,JNPR,Juniper Networks,-17.06%,CLF,Cliffs Natural Resources,54.24%,IRM,Iron Mountain Incorporated,36.70%,EXPD,Expeditors International,4.44%,ODP,Office Depot Inc.,303.54%,BSX,Boston Scientific,60.71%,ORCL,Oracle Corp.
299,69.29%,ARE,Alexandria Real Estate Equities Inc,53.35%,GS,Goldman Sachs Group,44.74%,NI,NiSource Inc.,1.77%,CME,CME Group Inc.,27.18%,ALXN,Alexion Pharmaceuticals,48.71%,LEG,Leggett & Platt,51.42%,UAA,Under Armour,66.58%,MOS,The Mosaic Company,91.17%,TSCO,Tractor Supply Company,-63.06%,MS,Morgan Stanley,-37.14%,TER,Teradyne,-5.53%,RDC,Rowan Companies Plc,6.13%,PCG,PG&E Corp.,-17.99%,DWDP,DowDuPont,52.99%,LUK,Leucadia National Corp.,36.57%,FTR,Frontier Communications,3.26%,EVHC,Envision Healthcare,302.59%,EXPE,Expedia Inc.,59.82%,CVS,CVS Health
300,68.81%,COP,ConocoPhillips,52.30%,FOXA,Twenty-First Century Fox Class A,43.70%,ES,Eversource Energy,1.64%,NEM,Newmont Mining Corporation,27.02%,WBA,Walgreens Boots Alliance,47.37%,FTI,TechnipFMC,50.84%,MET,MetLife Inc.,66.49%,AEE,Ameren Corp,76.80%,FII,Federated Investors,-63.70%,DWDP,DowDuPont,-39.10%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-6.04%,FII,Federated Investors,6.00%,RTN,Raytheon Co.,-19.69%,RDC,Rowan Companies Plc,50.46%,DNR,Denbury Resources,36.56%,APC,Anadarko Petroleum Corp,2.80%,BBY,Best Buy Co. Inc.,301.38%,ALGN,Align Technology,59.65%,TSCO,Tractor Supply Company
301,68.45%,SCG,SCANA Corp,52.07%,EFX,Equifax Inc.,43.40%,OKE,ONEOK,1.62%,EMR,Emerson Electric Company,26.25%,FOXA,Twenty-First Century Fox Class A,47.22%,NFLX,Netflix Inc.,50.82%,KEY,KeyCorp,65.69%,APD,Air Products & Chemicals Inc,75.31%,MS,Morgan Stanley,-63.81%,IGT,International Game Technology,-40.25%,PBI,Pitney Bowes Inc,-6.07%,AIZ,Assurant Inc,5.43%,WM,Waste Management Inc.,-20.58%,CDNS,Cadence Design Systems,48.08%,XYL,Xylem Inc.,36.44%,JBL,Jabil Circuit,2.69%,FMC,FMC Corporation,299.73%,EQIX,Equinix,59.38%,NUE,Nucor Corp.
302,68.35%,HRS,Harris Corporation,51.13%,AEP,American Electric Power,43.28%,SLB,Schlumberger Ltd.,1.47%,PPG,PPG Industries,26.08%,XOM,Exxon Mobil Corp.,47.06%,JNJ,Johnson & Johnson,50.39%,AEE,Ameren Corp,65.26%,ALXN,Alexion Pharmaceuticals,72.61%,UAA,Under Armour,-63.92%,KEY,KeyCorp,-40.26%,CMA,Comerica Inc.,-6.41%,PFE,Pfizer Inc.,5.15%,AFL,AFLAC Inc,-22.29%,SYK,Stryker Corp.,46.85%,BAX,Baxter International Inc.,34.87%,IBM,International Business Machines,0.28%,FLIR,FLIR Systems,285.61%,UAL,United Continental Holdings,58.73%,ALTR,Altera Corp
303,67.78%,IP,International Paper,50.96%,HST,Host Hotels & Resorts,43.22%,MAA,Mid-America Apartments,0.77%,WYNN,Wynn Resorts,26.02%,EFX,Equifax Inc.,46.58%,ITW,Illinois Tool Works,49.37%,RRD,R.R. Donnelley,65.15%,SNA,Snap-On Inc.,65.30%,FOX,Twenty-First Century Fox Class B,-64.91%,FL,Foot Locker Inc,-40.47%,IGT,International Game Technology,-6.92%,MTB,M&T Bank Corp.,5.05%,PFE,Pfizer Inc.,-22.50%,PLD,Prologis,46.13%,CSCO,Cisco Systems,32.87%,ODP,Office Depot Inc.,0.10%,HLT,Hilton Worldwide,269.77%,EA,Electronic Arts,58.10%,PM,Philip Morris International
304,67.26%,CAG,Conagra Brands,50.62%,DTE,DTE Energy,43.18%,FIS,Fidelity National Information Services,0.71%,CVX,Chevron Corp.,24.90%,ALL,Allstate Corp,46.22%,TGT,Target Corp.,49.32%,RE,Everest Re,64.68%,HBAN,Huntington Bancshares,63.45%,FISV,Fiserv Inc,-65.24%,UAL,United Continental Holdings,-44.19%,DWDP,DowDuPont,-7.11%,RE,Everest Re,4.72%,BRK.B,Berkshire Hathaway,-22.70%,WPX,"WPX Energy, Inc.",43.64%,XOM,Exxon Mobil Corp.,31.12%,VMC,Vulcan Materials,-0.45%,GM,General Motors,262.98%,FISV,Fiserv Inc,58.09%,BMS,Bemis Company
305,64.77%,DTE,DTE Energy,49.68%,FOX,Twenty-First Century Fox Class B,42.87%,AGN,"Allergan, Inc",0.50%,GPS,Gap Inc.,24.83%,SNPS,Synopsys Inc.,45.70%,MCK,McKesson Corp.,48.86%,PPG,PPG Industries,63.36%,HIG,Hartford Financial Svc.Gp.,62.52%,PPG,PPG Industries,-65.96%,DFS,Discover Financial Services,-44.27%,TXT,Textron Inc.,-7.62%,FDX,FedEx Corporation,4.17%,ICE,Intercontinental Exchange,-23.10%,PEG,Public Serv. Enterprise Inc.,43.36%,NBR,Nabors Industries,30.84%,GLW,Corning Inc.,-1.39%,PYPL,PayPal,256.82%,SCHW,Charles Schwab Corporation,57.18%,EQR,Equity Residential
306,63.49%,APD,Air Products & Chemicals Inc,48.22%,WM,Waste Management Inc.,41.87%,WLTW,Willis Towers Watson,-0.53%,COL,Rockwell Collins,23.17%,GWW,Grainger (W.W.) Inc.,43.96%,AEP,American Electric Power,47.96%,ALL,Allstate Corp,62.67%,XRX,Xerox Corp.,59.80%,ALL,Allstate Corp,-66.14%,RF,Regions Financial Corp.,-44.93%,IPG,Interpublic Group,-8.60%,WBA,Walgreens Boots Alliance,3.09%,OI,Owens-Illinois,-24.33%,AEE,Ameren Corp,43.08%,NCLH,Norwegian Cruise Line,30.45%,NAVI,Navient,-1.65%,PCAR,PACCAR Inc.,254.75%,LNC,Lincoln National,57.04%,JEC,Jacobs Engineering Group
307,62.60%,CMS,CMS Energy,48.00%,HCN,Welltower Inc.,41.39%,OXY,Occidental Petroleum,-0.62%,VZ,Verizon Communications,22.80%,CVX,Chevron Corp.,43.61%,CVX,Chevron Corp.,47.82%,RIG,Transocean,62.35%,JPM,JPMorgan Chase & Co.,52.05%,MMM,3M Company,-72.23%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-45.08%,DAL,Delta Air Lines,-9.06%,CA,"CA, Inc.",2.91%,SNI,Scripps Networks Interactive Inc.,-24.54%,APA,Apache Corporation,42.95%,FB,"Facebook, Inc.",27.33%,CSCO,Cisco Systems,-1.83%,BBBY,Bed Bath & Beyond,250.55%,RCL,Royal Caribbean Cruises Ltd,56.84%,PG,Procter & Gamble
308,62.31%,DUK,Duke Energy,47.89%,PVH,PVH Corp.,41.28%,AEP,American Electric Power,-1.04%,GS,Goldman Sachs Group,22.23%,PEP,PepsiCo Inc.,43.41%,XOM,Exxon Mobil Corp.,47.81%,RTN,Raytheon Co.,61.76%,MSI,Motorola Solutions Inc.,40.09%,AMAT,Applied Materials Inc,-74.31%,SIG,Signet Jewelers,-47.07%,DFS,Discover Financial Services,-9.32%,FE,FirstEnergy Corp,2.76%,ESV,Ensco plc,-24.62%,CSCO,Cisco Systems,41.86%,LH,Laboratory Corp. of America Holding,23.69%,DF,Dean Foods,-1.84%,HST,Host Hotels & Resorts,248.37%,AGN,"Allergan, Inc",56.55%,CPB,Campbell Soup
309,60.85%,BMS,Bemis Company,47.81%,DIS,The Walt Disney Company,41.23%,STI,SunTrust Banks,-2.09%,LLY,Lilly (Eli) & Co.,22.13%,EMR,Emerson Electric Company,43.16%,LNT,Alliant Energy Corp,47.03%,INTU,Intuit,61.23%,HSY,The Hershey Company,40.06%,KLAC,KLA-Tencor Corp.,-74.62%,IPG,Interpublic Group,-48.10%,URI,"United Rentals, Inc.",-9.38%,IRM,Iron Mountain Incorporated,2.69%,EXPD,Expeditors International,-25.35%,ATVI,Activision Blizzard,41.39%,EXPD,Expeditors International,23.58%,NTAP,NetApp,-5.85%,NSM,National Semiconductor Corp.,244.86%,MPC,Marathon Petroleum,56.51%,CL,Colgate-Palmolive
310,60.84%,ITT,ITT Corp.,47.61%,FE,FirstEnergy Corp,40.65%,AES,AES Corp,-2.74%,CTXS,Citrix Systems,21.91%,CAH,Cardinal Health,42.63%,CSX,CSX Corp.,46.86%,FMC,FMC Corporation,60.95%,AZO,AutoZone Inc,37.21%,AIV,Apartment Investment & Management,-74.92%,SLM,SLM Corporation,-49.98%,DRE,Duke Realty Corp,-10.57%,BHGE,"Baker Hughes, a GE Company",2.68%,SNPS,Synopsys Inc.,-25.58%,FCX,Freeport-McMoRan Inc.,41.23%,EVHC,Envision Healthcare,21.95%,COTY,"Coty, Inc",-9.42%,NWS,News Corp. Class B,239.91%,V,Visa Inc.,56.01%,AVB,"AvalonBay Communities, Inc."
311,59.82%,MYL,Mylan N.V.,47.51%,SYMC,Symantec Corp.,40.61%,UDR,UDR Inc,-2.83%,CCL,Carnival Corp.,21.15%,PNC,PNC Financial Services,42.23%,DO,Diamond Offshore Drilling,46.26%,FISV,Fiserv Inc,60.89%,LNT,Alliant Energy Corp,36.43%,DRE,Duke Realty Corp,-75.03%,JBL,Jabil Circuit,-49.98%,GE,General Electric,-10.64%,ADSK,Autodesk Inc,2.26%,CBS,CBS Corp.,-25.64%,FE,FirstEnergy Corp,41.21%,SO,Southern Co.,21.53%,BAC,Bank of America Corp,-11.47%,EXPD,Expeditors International,237.69%,AMAT,Applied Materials Inc,55.96%,CCK,Crown Holdings
312,59.32%,THC,Tenet Healthcare,47.44%,TPR,"Tapestry, Inc.",40.57%,FLR,Fluor Corp.,-3.36%,PNW,Pinnacle West Capital,20.82%,GPC,Genuine Parts,41.78%,STT,State Street Corp.,45.70%,KLAC,KLA-Tencor Corp.,60.80%,SEE,Sealed Air,23.71%,CMA,Comerica Inc.,-79.40%,WYN,Wyndham Worldwide,-50.83%,RCL,Royal Caribbean Cruises Ltd,-10.73%,REG,Regency Centers Corporation,2.24%,WLTW,Willis Towers Watson,-26.64%,NTRS,Northern Trust Corp.,38.84%,KIM,Kimco Realty,21.35%,HLT,Hilton Worldwide,-11.47%,HAL,Halliburton Co.,237.17%,CELG,Celgene Corp.,55.66%,PCG,PG&E Corp.
313,58.06%,NWL,Newell Brands,47.34%,AME,AMETEK Inc,39.92%,MCK,McKesson Corp.,-3.59%,UPS,United Parcel Service,20.72%,PG,Procter & Gamble,41.44%,MLM,Martin Marietta Materials,45.69%,LEG,Leggett & Platt,60.12%,MS,Morgan Stanley,20.33%,DTE,DTE Energy,-79.64%,CDNS,Cadence Design Systems,-50.91%,THC,Tenet Healthcare,-11.03%,CINF,Cincinnati Financial,1.88%,BMS,Bemis Company,-27.13%,FLIR,FLIR Systems,37.72%,HBAN,Huntington Bancshares,19.19%,NRG,NRG Energy,-11.86%,CMI,Cummins Inc.,236.78%,UNH,United Health Group Inc.,55.18%,FOX,Twenty-First Century Fox Class B
314,57.76%,BRK.B,Berkshire Hathaway,46.97%,TXT,Textron Inc.,38.57%,ALK,Alaska Air Group Inc,-3.94%,VRTX,Vertex Pharmaceuticals Inc,20.36%,VMC,Vulcan Materials,41.28%,ESV,Ensco plc,45.54%,LH,Laboratory Corp. of America Holding,59.62%,APC,Anadarko Petroleum Corp,11.13%,XLNX,Xilinx Inc,-80.29%,LEN,Lennar Corp.,-51.35%,FL,Foot Locker Inc,-11.11%,NWL,Newell Brands,1.84%,A,Agilent Technologies Inc,-28.96%,ADSK,Autodesk Inc,37.08%,PEG,Public Serv. Enterprise Inc.,18.93%,DGX,Quest Diagnostics,-14.42%,S,Sprint Nextel Corp.,231.91%,MHK,Mohawk Industries,54.70%,SBR,Sabre Holdings
315,56.34%,LLL,L-3 Communications Holdings,45.96%,SPG,Simon Property Group Inc,38.52%,JPM,JPMorgan Chase & Co.,-4.06%,SWN,Southwestern Energy,20.16%,ANDV,Andeavor,40.40%,AIV,Apartment Investment & Management,44.47%,D,Dominion Energy,59.23%,CF,CF Industries Holdings Inc,2.62%,VIAB,Viacom Inc.,-80.40%,MU,Micron Technology,-52.23%,GHC,Graham Holdings,-11.27%,RHI,Robert Half International,1.47%,LMT,Lockheed Martin Corp.,-29.81%,GGP,General Growth Properties Inc.,36.00%,BK,The Bank of New York Mellon Corp.,15.11%,PBCT,People's United Financial,-16.09%,EXC,Exelon Corp.,231.12%,FBHS,Fortune Brands Home & Security,54.68%,PNR,Pentair Ltd.
316,56.04%,ETR,Entergy Corp.,45.36%,LNT,Alliant Energy Corp,38.12%,ADSK,Autodesk Inc,-4.14%,TRV,The Travelers Companies Inc.,20.16%,KMB,Kimberly-Clark,40.00%,EMR,Emerson Electric Company,44.06%,DTE,DTE Energy,59.21%,LNC,Lincoln National,-0.90%,AVY,Avery Dennison Corp,-82.08%,NYT,The New York Times Co.,-54.57%,MAS,Masco Corp.,-11.58%,WY,Weyerhaeuser Corp.,1.46%,RMD,ResMed,-30.37%,FB,"Facebook, Inc.",35.76%,SWN,Southwestern Energy,15.08%,ALLE,Allegion,-16.30%,AES,AES Corp,225.70%,FL,Foot Locker Inc,54.57%,JNPR,Juniper Networks
317,55.90%,NOV,National Oilwell Varco Inc.,45.05%,HRS,Harris Corporation,38.10%,KMB,Kimberly-Clark,-5.73%,RF,Regions Financial Corp.,20.12%,TER,Teradyne,39.91%,MDT,Medtronic plc,43.73%,MMM,3M Company,58.64%,PNC,PNC Financial Services,-0.96%,AGN,"Allergan, Inc",-82.17%,ODP,Office Depot Inc.,-54.87%,LVLT,Level 3 Communications,-11.73%,AVY,Avery Dennison Corp,1.40%,DO,Diamond Offshore Drilling,-30.59%,KIM,Kimco Realty,32.28%,RF,Regions Financial Corp.,13.92%,TPR,"Tapestry, Inc.",-17.47%,CAT,Caterpillar Inc.,221.97%,UAA,Under Armour,54.21%,SJM,JM Smucker
318,55.63%,UNP,Union Pacific,44.59%,MAC,Macerich,37.03%,PSA,Public Storage,-6.25%,AGN,"Allergan, Inc",19.89%,ADSK,Autodesk Inc,38.83%,GNW,Genworth Financial,43.43%,BHGE,"Baker Hughes, a GE Company",57.15%,GWW,Grainger (W.W.) Inc.,-4.14%,LLY,Lilly (Eli) & Co.,-82.91%,C,Citigroup Inc.,-55.20%,GNW,Genworth Financial,-12.20%,THC,Tenet Healthcare,1.14%,EFX,Equifax Inc.,-30.60%,PPL,PPL Corp.,30.92%,OI,Owens-Illinois,13.39%,S,Sprint Nextel Corp.,-18.80%,BHGE,"Baker Hughes, a GE Company",221.78%,STI,SunTrust Banks,54.17%,LB,L Brands Inc.
319,55.20%,XRX,Xerox Corp.,43.94%,ALB,Albemarle Corp,36.73%,SPG,Simon Property Group Inc,-6.40%,TROW,T. Rowe Price Group,19.79%,BRK.B,Berkshire Hathaway,37.65%,HBAN,Huntington Bancshares,43.38%,UPS,United Parcel Service,56.03%,STI,SunTrust Banks,-11.65%,LUV,Southwest Airlines,-82.97%,FITB,Fifth Third Bancorp,-56.04%,AMD,Advanced Micro Devices,-12.30%,CBS,CBS Corp.,0.98%,APTV,Aptiv Plc,-30.78%,GE,General Electric,30.89%,PBI,Pitney Bowes Inc,12.36%,NVDA,Nvidia Corporation,-19.13%,NBL,Noble Energy Inc,221.17%,APTV,Aptiv Plc,53.36%,HPE,Hewlett Packard Enterprise
320,55.18%,SO,Southern Co.,43.35%,HES,Hess Corporation,36.69%,RF,Regions Financial Corp.,-6.50%,FTI,TechnipFMC,18.93%,DTE,DTE Energy,36.99%,LNC,Lincoln National,43.07%,NEE,NextEra Energy,55.81%,BMS,Bemis Company,-16.98%,F,Ford Motor,-83.42%,TER,Teradyne,-56.63%,CDNS,Cadence Design Systems,-12.39%,CMA,Comerica Inc.,0.88%,LLY,Lilly (Eli) & Co.,-34.36%,ANF,Abercrombie & Fitch,28.87%,KMI,Kinder Morgan,9.95%,FE,FirstEnergy Corp,-21.40%,FTI,TechnipFMC,221.06%,IR,Ingersoll-Rand PLC,53.27%,JBL,Jabil Circuit
321,55.11%,HAS,Hasbro Inc.,43.15%,NOC,Northrop Grumman Corp.,36.58%,NFX,Newfield Exploration Co,-6.58%,NOC,Northrop Grumman Corp.,18.34%,USB,U.S. Bancorp,36.85%,C,Citigroup Inc.,42.11%,APC,Anadarko Petroleum Corp,55.11%,TAP,Molson Coors Brewing Company,-27.32%,WYN,Wyndham Worldwide,-84.19%,F,Ford Motor,-57.85%,SVU,Supervalu Inc.,-14.62%,DISH,Dish Network,0.82%,JEC,Jacobs Engineering Group,-34.64%,ADM,Archer-Daniels-Midland Co,26.26%,NRG,NRG Energy,8.66%,RRC,Range Resources Corp.,-23.56%,CTL,CenturyLink Inc,220.69%,VMC,Vulcan Materials,52.90%,PX,Praxair Inc.
322,55.02%,XRAY,Dentsply Sirona,43.00%,DE,Deere & Co.,36.18%,PBCT,People's United Financial,-6.63%,ZION,Zions Bancorp,18.31%,HIG,Hartford Financial Svc.Gp.,36.56%,SLB,Schlumberger Ltd.,41.86%,XOM,Exxon Mobil Corp.,54.94%,AVP,Avon Products,-28.14%,DAL,Delta Air Lines,-84.49%,GNW,Genworth Financial,-59.28%,UAL,United Continental Holdings,-14.77%,STZ,Constellation Brands,0.55%,IP,International Paper,-35.50%,DF,Dean Foods,26.16%,SHLD,Sears Holding Corporation,8.50%,NYT,The New York Times Co.,-24.12%,SVU,Supervalu Inc.,219.79%,TSN,Tyson Foods,52.89%,WY,Weyerhaeuser Corp.
323,54.64%,WM,Waste Management Inc.,42.83%,RF,Regions Financial Corp.,35.53%,PNR,Pentair Ltd.,-6.70%,STX,Seagate Technology,17.95%,XL,XL Capital,36.23%,KSS,Kohl's,40.95%,COF,Capital One Financial,54.86%,ED,Consolidated Edison,-42.40%,IPG,Interpublic Group,-85.50%,AMD,Advanced Micro Devices,-59.55%,EBAY,eBay,-14.96%,STT,State Street Corp.,0.53%,EBAY,eBay,-35.68%,ICE,Intercontinental Exchange,25.74%,PPL,PPL Corp.,8.16%,CFG,Citizens Financial Group,-24.52%,FLR,Fluor Corp.,219.27%,HRS,Harris Corporation,52.21%,FL,Foot Locker Inc
324,54.53%,APA,Apache Corporation,42.25%,L,Loews Corp.,35.35%,NOC,Northrop Grumman Corp.,-7.01%,LNC,Lincoln National,17.65%,SVU,Supervalu Inc.,35.78%,PAYX,Paychex Inc.,40.81%,HOG,Harley-Davidson,54.55%,QCOM,QUALCOMM Inc.,-48.96%,FITB,Fifth Third Bancorp,-87.11%,S,Sprint Nextel Corp.,-60.20%,BAC,Bank of America Corp,-16.64%,KLAC,KLA-Tencor Corp.,0.21%,GD,General Dynamics,-38.57%,STT,State Street Corp.,25.62%,REG,Regency Centers Corporation,6.69%,AES,AES Corp,-25.51%,FFIV,F5 Networks,218.37%,CMCSA,Comcast Corp.,52.17%,CHRW,C. H. Robinson Worldwide
325,52.59%,AMG,Affiliated Managers Group Inc,42.08%,SWK,Stanley Black & Decker,34.77%,HP,Helmerich & Payne,-7.27%,MON,Monsanto Co.,16.60%,HES,Hess Corporation,35.49%,BA,Boeing Company,40.78%,CINF,Cincinnati Financial,53.30%,SJM,JM Smucker,nan%,BHF,Brighthouse Financial Inc,-87.72%,LVLT,Level 3 Communications,-62.08%,GGP,General Growth Properties Inc.,-17.00%,AMAT,Applied Materials Inc,0.13%,GPN,Global Payments Inc,-40.23%,WU,Western Union Co,19.54%,GM,General Motors,5.72%,GM,General Motors,-27.02%,WRK,WestRock Company,217.53%,DHR,Danaher Corp.,51.68%,VZ,Verizon Communications
